campaign,tic,cstart,energy,st,real
       3,    29928567,      116954,       0.0000000,       0,      -1
       3,    29928567,      117119,       0.0000000,       0,      -1
       3,    29928567,      117132,       0.0000000,       0,      -1
       3,    29928567,      117257,       0.0000000,       0,      -1
       3,    29928567,      117382,       0.0000000,       0,      -1
       3,    29928567,      117397,       0.0000000,       0,      -1
       3,    29928567,      117405,       0.0000000,       0,      -1
       3,    29928567,      117412,       0.0000000,       0,      -1
       3,    29928567,      117423,       0.0000000,       0,      -1
       3,    29928567,      117441,       0.0000000,       0,      -1
       3,    29928567,      117560,       0.0000000,       0,      -1
       3,    29928567,      117575,       0.0000000,       0,      -1
       3,    29928567,      117582,       0.0000000,       0,      -1
       3,    29928567,      117648,       0.0000000,       0,      -1
       3,    29928567,      117728,       0.0000000,       0,      -1
       3,    29928567,      117739,       0.0000000,       0,      -1
       3,    29928567,      117890,       0.0000000,       0,      -1
       3,    29928567,      117898,       0.0000000,       0,      -1
       3,    29928567,      118049,       0.0000000,       0,      -1
       3,    29928567,      118059,       0.0000000,       0,      -1
       3,    29928567,      118210,       0.0000000,       0,      -1
       3,    29928567,      118225,       0.0000000,       0,      -1
       3,    29928567,      118389,       0.0000000,       0,      -1
       3,    29928567,      118550,       0.0000000,       0,      -1
       3,    29928567,      118564,       0.0000000,       0,      -1
       3,    29928567,      118720,       0.0000000,       0,      -1
       3,    29928567,      118733,       0.0000000,       0,      -1
       3,    29928567,      118885,       0.0000000,       0,      -1
       3,    29928567,      118912,       0.0000000,       0,      -1
       3,    29928567,      118933,       0.0000000,       0,      -1
       3,    29928567,      119029,       0.0000000,       0,      -1
       3,    29928567,      119177,       0.0000000,       0,       1
       3,    29928567,      119369,       0.0000000,       0,      -1
       3,    29928567,      119519,       0.0000000,       0,      -1
       3,    29928567,      119541,       0.0000000,       0,      -1
       3,    29928567,      119616,       0.0000000,       0,      -1
       3,    29928567,      119681,       0.0000000,       0,      -1
       3,    29928567,      119690,       0.0000000,       0,      -1
       3,    29928567,      119853,       0.0000000,       0,      -1
       3,    29928567,      119865,       0.0000000,       0,      -1
       3,    29928567,      120021,       0.0000000,       0,      -1
       3,    29928567,      120036,       0.0000000,       0,      -1
       3,    29928567,      120046,       0.0000000,       0,      -1
       3,    29928567,      120205,       0.0000000,       0,      -1
       3,    29928567,      120240,       0.0000000,       0,      -1
       3,    29928567,      120381,       0.0000000,       0,      -1
       3,    29928567,      120531,       0.0000000,       0,      -1
       3,    29928567,      120546,       0.0000000,       0,      -1
       3,    29928567,      120558,       0.0000000,       0,      -1
       3,    29928567,      120566,       0.0000000,       0,      -1
       3,    29928567,      120840,       0.0000000,       0,      -1
       3,    29928567,      120852,       0.0000000,       0,      -1
       3,    29928567,      121841,       0.0000000,       0,      -1
       3,    29928567,      121886,       0.0000000,       0,      -1
       3,    29928567,      122008,       0.0000000,       0,      -1
       3,    29928567,      122035,       0.0000000,       0,      -1
       3,    29928567,      122169,       0.0000000,       0,      -1
       3,    29928567,      122337,       0.0000000,       0,      -1
       3,    29928567,      122353,       0.0000000,       0,      -1
       3,    29928567,      122489,       0.0000000,       0,      -1
       3,    29928567,      122667,       0.0000000,       0,      -1
       3,    29928567,      122695,       0.0000000,       0,      -1
       3,    29928567,      122807,       0.0000000,       0,      -1
       3,    29928567,      122820,       0.0000000,       0,      -1
       3,    29928567,      122833,       0.0000000,       0,      -1
       3,    29928567,      122985,       0.0000000,       0,      -1
       3,    29928567,      122999,       0.0000000,       0,      -1
       3,    29928567,      123013,       0.0000000,       0,      -1
       3,    29928567,      123137,       0.0000000,       0,      -1
       3,    29928567,      123189,       0.0000000,       0,      -1
       3,    29928567,      123295,       0.0000000,       0,      -1
       3,    29928567,      123360,       0.0000000,       0,      -1
       3,    29928567,      123441,       0.0000000,       0,      -1
       3,    29928567,      123452,       0.0000000,       0,      -1
       3,    29928567,      123608,       0.0000000,       0,      -1
       3,    29928567,      123616,       0.0000000,       0,      -1
       3,    29928567,      123769,       0.0000000,       0,      -1
       3,    29928567,      123778,       0.0000000,       0,      -1
       3,    29928567,      123937,       0.0000000,       0,      -1
       3,    29928567,      123956,       0.0000000,       0,      -1
       3,    29928567,      124102,       0.0000000,       0,      -1
       3,    29928567,      124113,       0.0000000,       0,      -1
       3,    29928567,      124281,       0.0000000,       0,      -1
       3,    29928567,      124349,       0.0000000,       0,      -1
       3,    29928567,      124385,       0.0000000,       0,       1
       3,    29928567,      124451,       0.0000000,       0,      -1
       3,    29928567,      124616,       0.0000000,       0,      -1
       3,    29928567,      124624,       0.0000000,       0,      -1
       3,    29928567,      124638,       0.0000000,       0,      -1
       3,    29928567,      124646,       0.0000000,       0,      -1
       3,    29928567,      124655,       0.0000000,       0,      -1
       3,    29928567,      124663,       0.0000000,       0,      -1
       3,    29928567,      124761,       0.0000000,       0,      -1
       3,    29928567,      124923,       0.0000000,       0,      -1
       3,    29928567,      124949,       0.0000000,       0,      -1
       3,    29928567,      125073,       0.0000000,       0,      -1
       3,    29928567,      125080,       0.0000000,       0,      -1
       3,    29928567,      125243,       0.0000000,       0,      -1
       3,    29928567,      125385,       0.0000000,       0,      -1
       3,    29928567,      125408,       0.0000000,       0,      -1
       3,    29928567,      125421,       0.0000000,       0,      -1
       3,    29928567,      125486,       0.0000000,       0,      -1
       3,    29928567,      125555,       0.0000000,       0,      -1
       3,    29928567,      125572,       0.0000000,       0,      -1
       3,    29928567,      125615,       0.0000000,       0,      -1
       3,    29928567,      125736,       0.0000000,       0,      -1
       3,    29928567,      125748,       0.0000000,       0,      -1
       3,    29928567,      125759,       0.0000000,       0,      -1
       3,    29928567,      125802,       0.0000000,       0,      -1
       3,    29928567,      125912,       0.0000000,       0,      -1
       3,    29928567,      125932,       0.0000000,       0,      -1
       3,    29928567,      126115,       0.0000000,       0,      -1
       3,    29928567,      126222,       0.0000000,       0,      -1
       3,    29928567,      126391,       0.0000000,       0,      -1
       3,    29928567,      126405,       0.0000000,       0,      -1
       3,    29928567,      126551,       0.0000000,       0,      -1
       3,    29928567,      126634,       0.0000000,       0,      -1
       3,    29928567,      126718,       0.0000000,       0,      -1
       3,    29928567,      126730,       0.0000000,       0,      -1
       3,    29928567,      126889,       0.0000000,       0,      -1
       3,    29928567,      126902,       0.0000000,       0,      -1
       3,    29928567,      127060,       0.0000000,       0,      -1
       3,    29928567,      127221,       0.0000000,       0,      -1
       3,    29928567,      127271,       0.0000000,       0,      -1
       3,    29928567,      127705,       0.0000000,       0,      -1
       3,    29928567,      127794,       0.0000000,       0,      -1
       3,    29928567,      127844,       0.0000000,       0,      -1
       3,    29928567,      127853,       0.0000000,       0,      -1
       3,    29928567,      127860,       0.0000000,       0,      -1
       3,    29928567,      127932,       0.0000000,       0,      -1
       3,    29928567,      127942,       0.0000000,       0,      -1
       3,    29928567,      128014,       0.0000000,       0,      -1
       3,    29928567,      128176,       0.0000000,       0,      -1
       3,    29928567,      128188,       0.0000000,       0,      -1
       3,    29928567,      128349,       0.0000000,       0,      -1
       3,    29928567,      128540,       0.0000000,       0,      -1
       3,    29928567,      128552,       0.0000000,       0,      -1
       3,    77111651,      125488,   9.1711158e+33,       6,       1
       3,    77111651,      128374,   6.0447271e+32,       6,       1
       3,   140478472,      119271,   3.3434048e+32,       8,       1
       3,   142052876,      118491,       0.0000000,       0,       1
       3,   142052876,      120344,       0.0000000,       0,       1
       3,   142052876,      122174,       0.0000000,       0,       1
       3,   142052876,      126374,       0.0000000,       0,       1
       3,   167894019,      118408,   1.1709785e+32,       7,       1
       3,   167894019,      127182,   3.7053100e+31,       7,       1
       3,   167894019,      127750,   9.3658864e+32,       7,       1
       3,   180724005,      116506,   3.2567533e+31,       8,       1
       3,   180724005,      119468,   1.1702996e+31,       8,       1
       3,   180724005,      124183,   2.8306072e+31,       8,       1
       3,   220429097,      124646,   3.2212082e+31,       6,       1
       3,   220429097,      124661,   2.8318157e+31,       6,      -1
       3,   369555560,      125109,   2.9698449e+32,       7,       1
       4,    29780677,      133574,   9.2957706e+31,       6,       1
       4,    29780677,      147201,   2.9840788e+31,       6,       0
       4,    29780677,      150497,   4.1257241e+31,       6,       1
       4,    44892011,      136814,       0.0000000,       0,       1
       4,   141306513,      134304,   1.1048667e+33,       7,       1
       4,   141306513,      142823,   2.1405169e+33,       7,       1
       4,   141306513,      146867,   7.5352621e+32,       7,       1
       4,   142052876,      132482,       0.0000000,       0,       1
       4,   142052876,      133576,       0.0000000,       0,       1
       4,   142052876,      133672,       0.0000000,       0,       1
       4,   142052876,      136013,       0.0000000,       0,       1
       4,   142052876,      136140,       0.0000000,       0,       1
       4,   142052876,      136266,       0.0000000,       0,       1
       4,   142052876,      136649,       0.0000000,       0,       1
       4,   142052876,      143599,       0.0000000,       0,       1
       4,   142052876,      146734,       0.0000000,       0,       1
       4,   170675902,      148515,   2.0291356e+32,       7,       1
       4,   279482950,      132727,   1.2970989e+32,       6,       1
       4,   279482950,      134409,   2.9044929e+32,       6,       1
       4,   279482950,      136554,   3.9349618e+32,       6,       1
       4,   293561794,      135675,   2.5386377e+32,       6,       1
       4,   293561794,      135692,   1.0210592e+32,       6,       1
       4,   293561794,      135701,   1.2389777e+32,       6,      -1
       4,   293561794,      144287,   5.3624385e+32,       6,       1
       4,   293561794,      146741,   7.8763896e+31,       6,       1
       4,   293561794,      147808,   1.9179857e+32,       6,       1
       4,   293561794,      148029,   8.7353532e+32,       6,       1
       4,   293561794,      148968,   8.8148281e+31,       6,       1
       4,   328254412,      133333,   1.2670154e+32,       7,       1
       4,   328254412,      136253,   9.9121729e+31,       7,       1
       4,   328254412,      137225,   1.0904646e+33,       7,       1
       4,   328254412,      140253,   1.2830562e+32,       7,       1
       4,   328254412,      147273,   1.1887694e+32,       7,       1
       4,   328254412,      148745,   1.2063221e+33,       7,       1
       4,   328254412,      148777,   5.7170509e+31,       7,      -1
       4,   406479664,      140496,   4.7027972e+31,       6,       1
       4,   406479664,      146293,   4.9491258e+31,       6,       1
       4,   420001446,      135484,   5.8440702e+31,       6,       1
       4,   420001446,      144463,   1.1310169e+32,       6,       1
       4,   420001446,      145198,   7.8046413e+31,       6,       1
       4,   420001446,      147741,   8.1429801e+31,       6,       1
       4,   441519239,      132475,   1.1142141e+32,       7,      -1
       5,   117733581,      154815,   5.9153173e+31,       7,       1
       5,   117733581,      158786,   5.7541871e+31,       7,       1
       5,   117733581,      158956,   1.7767427e+31,       7,       1
       5,   117733581,      163308,   1.4883963e+32,       7,       1
       5,   117733581,      168973,   1.6451643e+31,       7,       0
       5,   117733581,      170278,   6.1518822e+31,       7,      -1
       5,   142052876,      152009,       0.0000000,       0,       1
       5,   142052876,      159470,       0.0000000,       0,       1
       5,   142052876,      164326,       0.0000000,       0,       1
       5,   142052876,      167643,       0.0000000,       0,       1
       5,   167894019,      154531,   2.8976929e+32,       7,       1
       5,   167894019,      168320,   2.2597069e+32,       7,       1
       5,   170675902,      167127,   3.6675018e+31,       7,       1
       5,   279482950,      159134,   1.5584446e+32,       6,       1
       5,   279482950,      162470,   1.4221781e+32,       6,       1
       5,   298907057,      152060,   2.3143687e+31,       6,       1
       5,   298907057,      154621,   1.9887049e+32,       6,       1
       5,   298907057,      157525,   1.1632991e+32,       6,       1
       5,   298907057,      158170,   4.0498723e+31,       6,       1
       5,   298907057,      161374,   5.2074545e+32,       6,       1
       5,   298907057,      162283,   2.8162975e+33,       6,       1
       5,   298907057,      164968,   1.5525800e+31,       6,       1
       5,   298907057,      166380,   4.2210439e+31,       6,       1
       5,   298907057,      166606,   3.2015869e+32,       6,       1
       5,   332623751,      166808,   1.1751552e+32,       6,       1
       5,   396862832,      159302,       0.0000000,       0,       1
       5,   396862832,      168629,       0.0000000,       0,       1
       5,   416744592,      163856,   6.9827144e+33,       7,       1
       6,    29780677,      174255,   5.9986759e+32,       6,       1
       6,    29780677,      174752,   5.6664406e+31,       6,       1
       6,    29780677,      184815,   1.8851052e+32,       6,       1
       6,   142052876,      174761,       0.0000000,       0,       0
       6,   142052876,      178287,       0.0000000,       0,       1
       6,   142052876,      182414,       0.0000000,       0,       1
       6,   142052876,      184207,       0.0000000,       0,       1
       6,   156735150,      184071,   2.2761828e+33,       6,       1
       6,   156735150,      187004,   5.6484808e+32,       6,       1
       6,   220146061,      182728,   6.1555948e+33,       6,       1
       6,   388903843,      173399,       0.0000000,       0,       1
       6,   388903843,      173432,       0.0000000,       0,      -1
       6,   388903843,      173506,       0.0000000,       0,      -1
       6,   388903843,      173535,       0.0000000,       0,      -1
       6,   388903843,      173562,       0.0000000,       0,      -1
       6,   388903843,      173583,       0.0000000,       0,      -1
       6,   388903843,      173602,       0.0000000,       0,      -1
       6,   388903843,      173618,       0.0000000,       0,      -1
       6,   388903843,      173690,       0.0000000,       0,      -1
       6,   388903843,      173708,       0.0000000,       0,       1
       6,   388903843,      173809,       0.0000000,       0,      -1
       6,   388903843,      173829,       0.0000000,       0,      -1
       6,   388903843,      175882,       0.0000000,       0,      -1
       6,   388903843,      176489,       0.0000000,       0,      -1
       6,   388903843,      176555,       0.0000000,       0,       0
       6,   388903843,      176834,       0.0000000,       0,      -1
       6,   388903843,      176906,       0.0000000,       0,      -1
       6,   388903843,      177332,       0.0000000,       0,      -1
       6,   388903843,      178406,       0.0000000,       0,      -1
       6,   388903843,      178479,       0.0000000,       0,      -1
       6,   388903843,      178495,       0.0000000,       0,      -1
       6,   388903843,      178688,       0.0000000,       0,      -1
       6,   388903843,      178699,       0.0000000,       0,      -1
       6,   388903843,      179059,       0.0000000,       0,      -1
       6,   388903843,      179078,       0.0000000,       0,      -1
       6,   388903843,      179441,       0.0000000,       0,      -1
       6,   388903843,      179631,       0.0000000,       0,      -1
       6,   388903843,      179662,       0.0000000,       0,      -1
       6,   388903843,      179674,       0.0000000,       0,      -1
       6,   388903843,      180491,       0.0000000,       0,      -1
       6,   388903843,      180529,       0.0000000,       0,      -1
       6,   388903843,      180792,       0.0000000,       0,      -1
       6,   388903843,      180921,       0.0000000,       0,      -1
       6,   388903843,      182808,       0.0000000,       0,       1
       6,   388903843,      182914,       0.0000000,       0,      -1
       6,   388903843,      182965,       0.0000000,       0,      -1
       6,   388903843,      183070,       0.0000000,       0,      -1
       6,   388903843,      183364,       0.0000000,       0,      -1
       6,   388903843,      183412,       0.0000000,       0,       1
       6,   388903843,      183478,       0.0000000,       0,      -1
       6,   388903843,      183485,       0.0000000,       0,      -1
       6,   388903843,      183504,       0.0000000,       0,      -1
       6,   388903843,      183670,       0.0000000,       0,      -1
       6,   388903843,      184089,       0.0000000,       0,      -1
       6,   388903843,      184114,       0.0000000,       0,      -1
       6,   388903843,      184164,       0.0000000,       0,      -1
       6,   388903843,      185047,       0.0000000,       0,      -1
       6,   388903843,      185078,       0.0000000,       0,      -1
       6,   388903843,      185108,       0.0000000,       0,      -1
       6,   388903843,      185338,       0.0000000,       0,      -1
       6,   388903843,      185412,       0.0000000,       0,      -1
       6,   388903843,      185420,       0.0000000,       0,      -1
       6,   388903843,      187029,       0.0000000,       0,      -1
       6,   388903843,      187285,       0.0000000,       0,       1
       6,   388903843,      187352,       0.0000000,       0,       1
       6,   388903843,      187800,       0.0000000,       0,       1
       6,   388903843,      188650,       0.0000000,       0,       1
       6,   388903843,      188801,       0.0000000,       0,       0
       6,   388903843,      188829,       0.0000000,       0,      -1
       6,   388903843,      188852,       0.0000000,       0,      -1
       7,    29780677,      203029,   9.6635701e+31,       6,       1
       7,   142052876,      191114,       0.0000000,       0,       1
       7,   142052876,      191598,       0.0000000,       0,       1
       7,   142052876,      204013,       0.0000000,       0,       1
       7,   167894019,      196981,   5.3896651e+32,       7,       1
       7,   167894019,      197802,   7.1423426e+32,       7,       1
       7,   167894019,      202895,   4.6481488e+32,       7,       1
       7,   220429097,      206975,   7.5763498e+31,       6,       1
       7,   318801864,      191715,       0.0000000,       0,       1
       8,     7975441,      213756,   1.0001312e+31,       9,       1
       8,     7975441,      216170,   4.9822671e+31,       9,       1
       8,     7975441,      223541,   1.3229871e+31,       9,       1
       8,   142052876,      209416,       0.0000000,       0,       1
       8,   142052876,      209460,       0.0000000,       0,       1
       8,   142052876,      211466,       0.0000000,       0,       1
       8,   142052876,      217071,       0.0000000,       0,       1
       8,   142052876,      221622,       0.0000000,       0,       1
       8,   167894019,      222407,   1.1641224e+32,       7,       1
       8,   415678624,      222991,   2.6515425e+32,       6,       1
       8,   415678624,      225542,   4.2070120e+32,       6,       1
       9,     1539914,      230798,       0.0000000,       0,       1
       9,     1539914,      243014,       0.0000000,       0,       1
       9,    29780677,      233735,   4.5014199e+31,       6,       1
       9,    44984200,      232550,   2.1696321e+31,       6,       1
       9,    44984200,      239185,   5.7899978e+31,       6,       1
       9,    44984200,      239970,   1.0391440e+33,       6,       1
       9,    44984200,      244606,   4.3800211e+31,       6,       1
       9,    55099399,      229526,   7.3214773e+30,       6,       1
       9,    55099399,      235564,   2.4471403e+31,       6,       1
       9,    55099399,      239689,   5.4191263e+31,       6,       1
       9,    73118477,      229941,       0.0000000,       0,      -1
       9,    73118477,      230225,       0.0000000,       0,      -1
       9,    73118477,      230269,       0.0000000,       0,      -1
       9,    73118477,      230290,       0.0000000,       0,      -1
       9,    73118477,      230307,       0.0000000,       0,      -1
       9,    73118477,      230317,       0.0000000,       0,      -1
       9,    73118477,      230338,       0.0000000,       0,      -1
       9,    73118477,      230347,       0.0000000,       0,      -1
       9,    73118477,      230398,       0.0000000,       0,      -1
       9,    73118477,      230429,       0.0000000,       0,      -1
       9,    73118477,      230455,       0.0000000,       0,      -1
       9,    73118477,      230489,       0.0000000,       0,      -1
       9,    73118477,      230958,       0.0000000,       0,      -1
       9,    73118477,      231101,       0.0000000,       0,      -1
       9,    73118477,      231673,       0.0000000,       0,      -1
       9,    73118477,      235835,       0.0000000,       0,      -1
       9,    73118477,      235846,       0.0000000,       0,      -1
       9,    73118477,      235879,       0.0000000,       0,      -1
       9,    73118477,      235896,       0.0000000,       0,      -1
       9,    73118477,      235920,       0.0000000,       0,      -1
       9,    73118477,      235933,       0.0000000,       0,      -1
       9,    73118477,      235950,       0.0000000,       0,      -1
       9,    73118477,      235967,       0.0000000,       0,      -1
       9,    73118477,      235984,       0.0000000,       0,      -1
       9,    73118477,      235996,       0.0000000,       0,      -1
       9,    73118477,      236015,       0.0000000,       0,      -1
       9,    73118477,      236036,       0.0000000,       0,      -1
       9,    73118477,      236051,       0.0000000,       0,      -1
       9,    73118477,      236067,       0.0000000,       0,      -1
       9,    73118477,      236075,       0.0000000,       0,      -1
       9,    73118477,      236087,       0.0000000,       0,      -1
       9,    73118477,      236140,       0.0000000,       0,      -1
       9,    73118477,      236157,       0.0000000,       0,      -1
       9,    73118477,      236175,       0.0000000,       0,      -1
       9,    73118477,      236205,       0.0000000,       0,      -1
       9,    73118477,      236217,       0.0000000,       0,      -1
       9,    73118477,      237656,       0.0000000,       0,      -1
       9,    73118477,      245517,       0.0000000,       0,      -1
       9,   142052876,      228798,       0.0000000,       0,       1
       9,   142052876,      233696,       0.0000000,       0,       1
       9,   142052876,      239785,       0.0000000,       0,       1
       9,   142052876,      244414,       0.0000000,       0,       1
       9,   167894019,      231525,   5.5315319e+32,       7,       1
       9,   167894019,      232580,   9.8108088e+31,       7,       1
       9,   167894019,      241942,   5.8879742e+32,       7,       1
       9,   167894019,      245438,   1.2811932e+32,       7,       1
       9,   220429097,      240959,   6.4052683e+31,       6,       1
       9,   272349442,      227985,   1.1342486e+34,       6,      -1
       9,   272349442,      228536,   1.1957237e+32,       6,      -1
       9,   272349442,      228557,   4.4384588e+32,       6,      -1
       9,   272349442,      228572,   8.2013249e+33,       6,       1
       9,   272349442,      228714,   5.9051283e+32,       6,      -1
       9,   272349442,      229058,   3.7609226e+32,       6,      -1
       9,   272349442,      229075,   8.7622326e+33,       6,      -1
       9,   272349442,      229241,   1.2034204e+32,       6,      -1
       9,   272349442,      229248,   1.7354185e+32,       6,      -1
       9,   272349442,      229259,   1.6972341e+32,       6,      -1
       9,   272349442,      229571,   1.1771581e+32,       6,      -1
       9,   272349442,      229578,   9.7232818e+33,       6,      -1
       9,   272349442,      229758,   6.6433586e+32,       6,      -1
       9,   272349442,      229778,   1.2966861e+32,       6,      -1
       9,   272349442,      230104,   1.2068614e+32,       6,      -1
       9,   272349442,      230120,   3.5845664e+32,       6,      -1
       9,   272349442,      230133,   1.0904787e+34,       6,      -1
       9,   272349442,      230337,   4.6703953e+32,       6,      -1
       9,   272349442,      230442,   7.1263693e+32,       6,       1
       9,   272349442,      230639,   1.1448196e+32,       6,      -1
       9,   272349442,      230646,   1.2867408e+34,       6,      -1
       9,   272349442,      231154,   1.4697719e+32,       6,      -1
       9,   272349442,      231162,   9.6075900e+33,       6,      -1
       9,   272349442,      231344,   5.2245632e+32,       6,      -1
       9,   272349442,      231367,   2.6089289e+32,       6,      -1
       9,   272349442,      231666,   1.6156538e+32,       6,      -1
       9,   272349442,      231675,   9.8968484e+32,       6,      -1
       9,   272349442,      231705,   9.2834278e+33,       6,      -1
       9,   272349442,      231902,   2.4719532e+32,       6,      -1
       9,   272349442,      231917,   1.2073057e+32,       6,      -1
       9,   272349442,      231939,   1.0542368e+33,       6,      -1
       9,   272349442,      232211,   3.2670835e+32,       6,      -1
       9,   272349442,      232230,   1.1762752e+34,       6,      -1
       9,   272349442,      232736,   1.2243650e+34,       6,      -1
       9,   272349442,      233269,   8.8026909e+33,       6,      -1
       9,   272349442,      233474,   1.2169052e+32,       6,      -1
       9,   272349442,      233558,   2.0992701e+32,       6,       1
       9,   272349442,      233644,   6.9361895e+32,       6,       1
       9,   272349442,      233798,   5.4306580e+32,       6,      -1
       9,   272349442,      233817,   1.0207606e+34,       6,      -1
       9,   272349442,      234320,   1.2453283e+34,       6,      -1
       9,   272349442,      234535,   2.7563127e+32,       6,      -1
       9,   272349442,      234546,   1.4786082e+32,       6,      -1
       9,   272349442,      234554,   1.8988013e+32,       6,      -1
       9,   272349442,      234837,   1.2201754e+32,       6,      -1
       9,   272349442,      234846,   9.8134861e+33,       6,      -1
       9,   272349442,      235388,   3.1284969e+32,       6,      -1
       9,   272349442,      235408,   1.0481985e+34,       6,      -1
       9,   272349442,      235922,   1.0520803e+34,       6,      -1
       9,   272349442,      236120,   1.2190783e+32,       6,      -1
       9,   272349442,      237435,   7.6154051e+32,       6,       1
       9,   272349442,      237481,   5.0938903e+32,       6,      -1
       9,   272349442,      237501,   1.1813729e+34,       6,      -1
       9,   272349442,      237712,   1.8805167e+32,       6,      -1
       9,   272349442,      237741,   1.0007536e+33,       6,       1
       9,   272349442,      237985,   1.2587049e+32,       6,      -1
       9,   272349442,      237997,   1.2916978e+32,       6,      -1
       9,   272349442,      238004,   1.1315473e+34,       6,      -1
       9,   272349442,      238208,   2.2326795e+32,       6,      -1
       9,   272349442,      238236,   2.9050042e+32,       6,      -1
       9,   272349442,      238459,   4.3437688e+32,       6,      -1
       9,   272349442,      238567,   1.1712380e+32,       6,      -1
       9,   272349442,      238577,   9.3280499e+33,       6,      -1
       9,   272349442,      238759,   4.6654957e+32,       6,      -1
