,Campaign,TIC,ampl_rec,cstart,cstop,ed_rec,ed_rec_err,istart,istop,tstart,tstop
0,1,29780677,2.43944430351257,81083,81124,1644.18907839974,4.14310269647688,9518,9559,1340.0717165631802,1340.12866115506
1,1,29780677,0.19150483608245897,83396,83416,254.401291517473,4.31016296027835,11803,11823,1343.28422646342,1343.31200432117
2,1,142052876,0.01566743850708,74161,74165,6.074317445579849,0.454474733780313,3579,3583,1330.45757796347,1330.4631334610099
3,1,142052876,0.023269057273865003,76823,76831,13.8537641953717,0.42767289886439,6163,6171,1334.15475516088,1334.16586609197
4,1,142052876,0.019429326057434,77656,77684,53.60951372513411,2.16511362646601,6963,6975,1335.31168047953,1335.3505687108802
5,1,142052876,0.09591603279113799,77718,77733,50.545779301989604,0.741187710737561,7009,7023,1335.39779013321,1335.41862311316
6,1,142052876,0.010650396347045999,79157,79161,4.9086767683270995,0.527397780655431,8437,8441,1337.39636817107,1337.40192363559
7,1,142052876,0.009267926216125,80888,80892,3.42769052844419,0.33723446467395396,9323,9327,1339.8004917236801,1339.8060471849801
8,1,142052876,0.011389493942261,80897,80960,54.7471141726787,0.973025705761136,9332,9395,1339.8129915116901,1339.90049004121
9,1,142052876,0.03228294849395799,81303,81307,7.17789436899623,0.30067658489591603,9738,9742,1340.3768712693302,1340.38242673831
10,1,142052876,0.020140051841736,88090,88093,4.99699366007676,0.21290572672723998,15704,15707,1349.8031179338,1349.80728453099
11,1,142052876,0.014890074729919999,88363,88366,3.9725346024849997,0.295044507892073,15977,15980,1350.18227822979,1350.18644482588
12,1,142052876,0.45257031917572,90441,90472,203.613353367637,0.7083337823660859,18025,18056,1353.06833545207,1353.11139009987
13,1,142052876,0.015009284019469998,90482,90485,3.8979183767548706,0.396285653147543,18066,18069,1353.1252786955301,1353.1294452741802
14,1,167894019,0.252278923988342,74599,74610,89.5839927707832,1.21137240104894,4017,4028,1331.06436648479,1331.07964422359
15,1,167894019,0.098957896232605,80980,80988,52.755536328873994,1.2850616182538601,9415,9423,1339.9268125363099,1339.93792360914
16,1,167894019,0.09945642948150599,82713,82718,29.393582358134303,0.8418282326593709,11122,11127,1342.3337532840699,1342.3406977228901
17,1,167894019,0.04733419418335,83273,83282,29.6557861305393,0.993401867745631,11680,11689,1343.11153051535,1343.12403050755
18,1,167894019,0.09037232398986801,88092,88097,34.4772709088037,1.08815904263808,15706,15711,1349.8045801053802,1349.81152453807
19,1,220429097,0.18395042419433602,76760,76764,57.309622649486705,2.92913059371037,6100,6104,1334.06665128167,1334.0722069259698
20,1,220429097,0.06931102275848401,77383,77389,41.125871141656496,2.03765365747895,6716,6722,1334.93194271203,1334.9402761751198
21,1,234307350,0.697781324386597,87843,87848,319.79192913238603,12.8881359214995,15481,15484,1349.46156857185,1349.46851299156
22,1,358108509,0.15340197086334198,71679,71690,153.123937962633,8.02243719909875,1229,1240,1327.0112032152401,1327.02648096606
