Campaign,TIC,ampl_rec,cstart,cstop,ed_rec,ed_rec_err,istart,istop,tstart,tstop
1.0,167894019,0.10509896278381348,88092.0,88097.0,40.05597011676802,1.3813319799185717,15706.0,15711.0,1349.8045801053786,1349.8115245380702
1.0,220429097,0.22516930103302,76760.0,76764.0,68.21581606533627,3.426494916238913,6100.0,6104.0,1334.0666512816688,1334.072206925965
1.0,220429097,0.0857703685760498,77383.0,77388.0,46.365887651988714,4.022871833397235,6716.0,6721.0,1334.9319427120336,1334.938887264609
1.0,234307350,0.8664677143096924,87843.0,87848.0,416.9392763254271,23.97338949597404,15481.0,15484.0,1349.4615685718488,1349.4685129915606
1.0,259901346,,,,,,,,,
1.0,280801342,,,,,,,,,
1.0,303978478,,,,,,,,,
1.0,358108509,0.2077087163925171,71679.0,71691.0,217.6220111159803,9.391529682193577,1229.0,1241.0,1327.0112032152401,1327.0278698525822
1.0,358108509,2.4363772869110107,90504.0,90519.0,1517.6758482797275,8.740385666172116,18088.0,18103.0,1353.1568290401422,1353.177662030188
1.0,389051009,0.2330195903778076,75376.0,75394.0,176.13757415622666,3.1240528378994568,4765.0,4783.0,1332.1482598835735,1332.1732598403378
1.0,389051009,0.1497567892074585,81201.0,81231.0,295.235602210234,4.413137642276625,9635.0,9665.0,1340.2384667447036,1340.2801327782895
1.0,401984769,,,,,,,,,
2.0,7150628,,,,,,,,,
2.0,29780677,0.1901603937149048,102541.0,102545.0,38.40669752797296,1.5782356221134806,10142.0,10146.0,1369.8744508854256,1369.8800064156371
2.0,29780677,0.04054534435272217,106547.0,106550.0,13.330076884964376,1.7100213913380078,14085.0,14088.0,1375.4383099318563,1375.4424765713075
2.0,29780677,0.08699142932891846,106969.0,106987.0,127.49671213526705,4.073031530397909,14495.0,14513.0,1376.0244171332074,1376.0494169625852
2.0,29780677,0.13396131992340088,109949.0,109965.0,155.89315077651742,4.046468361366827,17387.0,17403.0,1380.1632724331696,1380.1854944373715
2.0,34014829,,,,,,,,,
2.0,77041172,,,,,,,,,
2.0,77041175,,,,,,,,,
2.0,142052876,0.04936611652374268,93517.0,93533.0,38.95974443478508,0.791808162996502,2294.0,2310.0,1357.3404832488204,1357.3627051163776
2.0,142052876,0.011287927627563477,96167.0,96171.0,4.826722967731873,0.4502358426606111,4910.0,4914.0,1361.020979106603,1361.0265345698033
2.0,142052876,0.07111477851867676,96203.0,96223.0,59.33980420253372,0.9301186805725392,4945.0,4964.0,1361.0709782750855,1361.098755590592
2.0,142052876,0.017455339431762695,96680.0,96683.0,4.281219857637549,0.3724722224865994,5389.0,5392.0,1361.7334671863434,1361.737633782837
2.0,142052876,0.236101508140564,96696.0,96712.0,106.51095657967487,0.6047858337868236,5405.0,5421.0,1361.7556890342114,1361.7779108819047
2.0,142052876,0.2612736225128174,98561.0,98582.0,145.54383301764116,0.7422879276467516,7238.0,7259.0,1364.3459217939994,1364.3750879340698
2.0,142052876,0.034447908401489265,102760.0,102763.0,6.685738835871343,0.3378830682694359,10355.0,10358.0,1370.1777533468487,1370.1819199423687
2.0,142052876,0.05207574367523194,107289.0,107297.0,19.900400858411835,0.515114511144863,14797.0,14805.0,1376.4679247245404,1376.479035642749
2.0,142052876,0.025546669960021973,109314.0,109323.0,18.21607918380029,0.6557820488429216,16756.0,16765.0,1379.2803743748145,1379.2928741414735
2.0,142052876,0.013723254203796387,109772.0,109777.0,6.561443899966368,0.5145267585397169,17211.0,17216.0,1379.916473440811,1379.923417751619
2.0,167894019,0.3573669195175171,92802.0,92826.0,209.62224943153632,2.2995058430983097,1594.0,1618.0,1356.3462388876478,1356.3795723218304
2.0,167894019,0.11089730262756348,99466.0,99473.0,49.907528070252354,1.833998298815567,8137.0,8144.0,1365.6018188786431,1365.6115411094247
2.0,167894019,0.12337982654571532,104054.0,104059.0,35.72968413673678,1.1902426155285821,11624.0,11629.0,1371.974063904192,1371.9810083957118
2.0,180724005,0.883587121963501,99179.0,99189.0,381.7643778413518,3.7630305648663236,7853.0,7863.0,1365.2083565347145,1365.222245687022
2.0,220429097,0.3548581600189209,108627.0,108634.0,99.79720234734198,3.7625249022906537,16115.0,16122.0,1378.3271129938455,1378.3368353345832
2.0,234307350,3.477931022644043,104122.0,104128.0,792.7503977799361,13.97783716787191,11691.0,11697.0,1372.071068057354,1372.0794012655938
2.0,259901346,,,,,,,,,
2.0,270218775,,,,,,,,,
2.0,281668854,,,,,,,,,
2.0,303978478,,,,,,,,,
2.0,304392811,0.1852911710739136,109559.0,109564.0,67.49517198106984,4.296506240357375,16999.0,17004.0,1379.6259253078292,1379.6328696071482
2.0,340703996,0.01229560375213623,91267.0,91272.0,6.514051373590583,0.6687104255478652,75.0,80.0,1354.2199306148527,1354.2268753062574
2.0,340703996,0.01735079288482666,91276.0,91282.0,10.220080018176258,0.7280354115327929,84.0,90.0,1354.2324310588215,1354.2407646881356
2.0,340703996,0.03111040592193604,94166.0,94174.0,16.54435482010491,0.7922736686947873,2936.0,2944.0,1358.2464421671975,1358.2575535782644
2.0,340703996,0.011624932289123535,94323.0,94326.0,3.9490895364194056,0.5204136228176067,3093.0,3096.0,1358.46450357387,1358.4686703517407
2.0,340703996,0.5257661342620851,97099.0,97115.0,139.11538596899214,0.673873246146615,5808.0,5824.0,1362.3201520571995,1362.3423747605893
2.0,340703996,0.08471477031707764,100436.0,100439.0,18.248922238684266,0.4863450043773806,9080.0,9083.0,1366.9549651899154,1366.9591319356539
2.0,340703996,0.01946663856506348,102579.0,102583.0,7.007380171751303,0.5852967019333345,10178.0,10182.0,1369.9314006710272,1369.9369562876186
2.0,340703996,0.13990139961242676,105530.0,105533.0,21.25658614733639,0.3851487393186504,13070.0,13073.0,1374.0300413476152,1374.0342080309556
2.0,358108509,,,,,,,,,
2.0,401984769,,,,,,,,,
3.0,29780677,0.08262372016906737,115055.0,115058.0,21.9228046809619,1.5467408875946012,936.0,939.0,1387.254873205248,1387.2590398341638
3.0,29780677,0.19592797756195068,128000.0,128005.0,60.08286344377503,1.8121450484863115,12753.0,12758.0,1405.2338260356516,1405.2407703851468
3.0,29928567,0.025585174560546875,114173.0,114186.0,29.443073290546977,1.2836812176690962,58.0,71.0,1386.034102743523,1386.0521586588004
3.0,29928567,0.026674985885620117,114314.0,114359.0,98.48822896675804,2.365323466746199,199.0,244.0,1386.2299399446106,1386.2924411628305
3.0,29928567,0.01312255859375,114366.0,114369.0,4.600170808844603,0.6309565751501441,251.0,254.0,1386.302163574057,1386.3063303216595
3.0,29928567,0.022472977638244632,114491.0,114500.0,18.610909005428105,1.0667652112794432,375.0,384.0,1386.4757780270486,1386.4882782656643
3.0,29928567,0.026988744735717773,114505.0,114525.0,45.24257476422952,1.5947384535432996,389.0,409.0,1386.4952228425168,1386.5230011485323
3.0,29928567,0.02892756462097168,114659.0,114686.0,60.392368344845295,1.819957599970304,542.0,569.0,1386.7091157619086,1386.746616460059
3.0,29928567,0.015833139419555664,114691.0,114694.0,5.235226048575591,0.6278357471646537,574.0,577.0,1386.753561033186,1386.757727777528
3.0,29928567,0.03209638595581055,114831.0,114850.0,37.914878856682506,1.485831597966336,713.0,732.0,1386.9480090523596,1386.9743984209326
3.0,29928567,0.021236181259155273,114855.0,114860.0,9.965323666980222,0.8590863561520059,737.0,741.0,1386.9813429912665,1386.9882875616006
3.0,29928567,0.02389395236968994,114988.0,114994.0,11.150463369894021,0.8669689356270779,869.0,875.0,1387.1660685340207,1387.1744020157212
3.0,29928567,0.02762091159820557,115002.0,115007.0,12.458902630104435,0.804433132883725,883.0,888.0,1387.185513324344,1387.192457891883
3.0,29928567,0.01889669895172119,115015.0,115030.0,23.678288868516226,1.3228123242500691,896.0,911.0,1387.203569200506,1387.2244029031253
3.0,29928567,0.025599241256713867,115162.0,115172.0,20.614357446234234,1.121712351988457,1039.0,1049.0,1387.4077394516278,1387.4216285815842
3.0,29928567,0.1151808500289917,115181.0,115186.0,33.20217533647166,0.7141359943187886,1058.0,1063.0,1387.4341287983145,1387.4410733630593
3.0,29928567,0.025218725204467773,115330.0,115333.0,6.9685976171602215,0.6135250466473832,1207.0,1210.0,1387.6410767911414,1387.6452435284991
3.0,29928567,0.02734541893005371,115472.0,115477.0,11.211204268537452,0.7833081719927312,1334.0,1339.0,1387.8383023257113,1387.8452468853354
3.0,29928567,0.02933275699615478,115482.0,115517.0,77.18010469091551,2.0883319646225287,1344.0,1379.0,1387.8521914449575,1387.900803360928
3.0,29928567,0.031203508377075195,115622.0,115657.0,83.39921315191845,2.093158975549989,1483.0,1518.0,1388.0466390846188,1388.0952509842896
3.0,29928567,0.02864420413970948,115661.0,115668.0,16.54321697877878,0.9262725026211388,1522.0,1529.0,1388.1008066297534,1388.11052900885
3.0,29928567,0.0449676513671875,115774.0,115791.0,43.19545149288757,1.3811911671967072,1635.0,1652.0,1388.2577535912876,1388.2813650775247
3.0,29928567,0.03570151329040526,115797.0,115835.0,105.35623218459,2.1860276017557823,1658.0,1696.0,1388.2896985429254,1388.342477154808
3.0,29928567,0.05665755271911621,115917.0,115920.0,11.955484840317151,0.5701294719509867,1778.0,1781.0,1388.4563678281424,1388.4605345594464
3.0,29928567,0.03704118728637695,115927.0,116001.0,183.42660894311783,3.0121569099322216,1788.0,1861.0,1388.4702569329547,1388.5730362999939
3.0,29928567,0.02067708969116211,116101.0,116104.0,5.710688480841793,0.6237225695744262,1960.0,1963.0,1388.7119273085325,1388.7160940384392
3.0,29928567,0.024858474731445312,116109.0,116115.0,13.638087608046725,0.8900596010347196,1968.0,1974.0,1388.7230385878186,1388.731372047167
3.0,29928567,0.12945818901062012,116119.0,116164.0,168.05063321752516,2.1329276213783084,1978.0,2023.0,1388.7369276865775,1388.7994286277292
3.0,29928567,0.04728889465332031,116247.0,116250.0,10.341292324218278,0.5837737363384524,2105.0,2108.0,1388.914708123955,1388.9188748524634
3.0,29928567,0.033486604690551765,116277.0,116334.0,138.08878406543346,2.689837041265527,2135.0,2192.0,1388.9563754067249,1389.0355432353754
3.0,29928567,0.03570151329040526,116432.0,116495.0,160.69189874556096,2.821269272955364,2286.0,2349.0,1389.1716563210643,1389.2591575746033
3.0,29928567,0.03505194187164306,116605.0,116666.0,154.0751730946406,2.7795272185682647,2459.0,2518.0,1389.4119375114685,1389.4966609152677
3.0,29928567,0.07852661609649657,116768.0,116821.0,146.5272634878193,2.3700667224408147,2618.0,2670.0,1389.6383295318674,1389.711941643343
3.0,29928567,0.021534085273742683,116938.0,116941.0,6.442908798432676,0.6366335963280724,2786.0,2789.0,1389.874443822399,1389.8786105443905
3.0,29928567,0.038013458251953125,116954.0,116985.0,79.8710458815043,2.020552535323893,2800.0,2829.0,1389.8966663395286,1389.939722463815
3.0,29928567,0.026474356651306152,117119.0,117124.0,11.007898425167856,0.8107743834053989,2957.0,2962.0,1390.1258360015179,1390.1327805350652
3.0,29928567,0.029545307159423825,117132.0,117136.0,10.392012418161432,0.7189054316131132,2970.0,2974.0,1390.1438917896703,1390.1494474165079
3.0,29928567,0.036925077438354485,117257.0,117316.0,160.1789182021798,2.7258871066017587,3082.0,3141.0,1390.3175051111102,1390.399450583212
3.0,29928567,0.01692962646484375,117382.0,117385.0,5.457482451345509,0.6409689768134305,3207.0,3210.0,1390.49111838738,1390.4952851051798
3.0,29928567,0.01462721824645996,117397.0,117400.0,4.954494244536593,0.6451876557581968,3222.0,3225.0,1390.5119519773093,1390.5161186951095
3.0,29928567,0.016156673431396484,117405.0,117408.0,5.426025180674807,0.6447330223197879,3230.0,3233.0,1390.5230632249304,1390.5272299427313
3.0,29928567,0.02045094966888428,117412.0,117418.0,12.77958816500214,1.0005652711691426,3237.0,3242.0,1390.5327855667742,1390.5411190023738
3.0,29928567,0.03201329708099365,117423.0,117436.0,30.60675405542171,1.30003809149558,3247.0,3260.0,1390.5480635317292,1390.5661193082403
3.0,29928567,0.03939545154571533,117441.0,117477.0,107.36145162915064,2.161102509481121,3265.0,3301.0,1390.5730638375974,1390.6230644465365
3.0,29928567,0.0184783935546875,117560.0,117563.0,5.345614073482031,0.6370206374119759,3383.0,3386.0,1390.7383436140065,1390.7425103308747
3.0,29928567,0.02214503288269043,117575.0,117578.0,6.942469612440518,0.6324333227287107,3398.0,3401.0,1390.7591771964862,1390.763343912889
3.0,29928567,0.03575336933135986,117582.0,117637.0,137.47748825001165,2.667769692698465,3405.0,3460.0,1390.7688995350684,1390.8452893305084
3.0,29928567,0.02181696891784668,117648.0,117651.0,6.691539735447442,0.6362861941550376,3471.0,3474.0,1390.8605672884796,1390.8647340044167
3.0,29928567,0.024870038032531745,117728.0,117731.0,6.595878775331182,0.6238068328617787,3551.0,3554.0,1390.971679700896,1390.9758464159015
3.0,29928567,0.035628437995910645,117739.0,117805.0,161.6362590246775,2.8086481697538064,3562.0,3628.0,1390.9869576560727,1391.0786253806125
3.0,29928567,0.021951556205749508,117890.0,117894.0,7.845714935907037,0.728087039384614,3712.0,3716.0,1391.1966822809409,1391.2022378993963
3.0,29928567,0.034754037857055664,117898.0,117963.0,165.84509103642768,2.921941029726088,3720.0,3783.0,1391.2077935178506,1391.2980723091391
3.0,29928567,0.022147655487060547,118049.0,118052.0,6.759327288887709,0.6370018353514426,3869.0,3872.0,1391.417518076596,1391.4216847892724
3.0,29928567,0.04062449932098389,118059.0,118135.0,189.54445009675118,3.0534552752064426,3879.0,3955.0,1391.4314071180786,1391.5369638244958
3.0,29928567,0.029628157615661618,118210.0,118221.0,19.96883724186284,1.1662405668632123,4029.0,4040.0,1391.6411316120957,1391.656409552837
3.0,29928567,0.037587881088256836,118225.0,118289.0,182.2827392901325,2.8489706152849745,4044.0,4108.0,1391.6619651675674,1391.7508549985944
3.0,29928567,0.04139399528503418,118389.0,118466.0,219.13010609631831,3.1249592220171603,4204.0,4280.0,1391.889745338911,1391.9966908831207
3.0,29928567,0.024935245513916016,118550.0,118560.0,19.470886886103933,1.0572758747980224,4362.0,4372.0,1392.1133587328507,1392.127247761295
3.0,29928567,0.04313158988952637,118564.0,118629.0,187.2747915396207,2.8125568039923463,4376.0,4440.0,1392.1328033727648,1392.223082052294
3.0,29928567,0.024682879447937008,118720.0,118724.0,7.5533167628122815,0.6960397245171547,4517.0,4521.0,1392.3494721861275,1392.3550277957336
3.0,29928567,0.039915919303894036,118733.0,118778.0,120.2548537132462,2.3132734967342605,4530.0,4573.0,1392.3675279179342,1392.4300285247439
3.0,29928567,0.03457820415496826,118885.0,118900.0,34.214439994988645,1.3166745315317654,4679.0,4694.0,1392.578641060686,1392.5994745919434
3.0,29928567,0.03180956840515137,118912.0,118922.0,21.35307523414943,1.0770006994479495,4706.0,4716.0,1392.6161414161097,1392.6300304366382
3.0,29928567,0.021713972091674805,118933.0,118936.0,6.418594160652617,0.627256345587653,4727.0,4730.0,1392.6453083582874,1392.6494750644456
3.0,29928567,0.05645620822906493,119029.0,119134.0,308.20598757842686,3.5096715108225323,4805.0,4910.0,1392.7786429385885,1392.9244776136147
3.0,29928567,0.1496819257736206,119177.0,119297.0,390.24158580495725,3.537230067821775,4953.0,5073.0,1392.9842003785998,1393.1508685420426
3.0,29928567,0.043046116828918464,119369.0,119455.0,278.01747448655675,3.261522759173348,5144.0,5230.0,1393.2508694274436,1393.3703149178327
3.0,29928567,0.02318680286407471,119519.0,119533.0,27.774977625713177,1.2946022151502272,5294.0,5308.0,1393.4592045774966,1393.4786491894724
3.0,29928567,0.04982185363769531,119541.0,119612.0,263.0190966789611,2.9845077498295702,5316.0,5387.0,1393.4897603965815,1393.5883723533857
3.0,29928567,0.026240706443786614,119616.0,119619.0,8.209518468685246,0.6274149649692842,5391.0,5394.0,1393.593927956474,1393.5980946589075
3.0,29928567,0.01845240592956543,119681.0,119684.0,5.98460976128127,0.6337239406885198,5454.0,5457.0,1393.6842065028256,1393.6883732047927
3.0,29928567,0.044010519981384284,119690.0,119769.0,257.2128832254331,3.216044842901831,5463.0,5541.0,1393.6967066087275,1393.8064297572735
3.0,29928567,0.024184703826904297,119853.0,119857.0,8.59279701732834,0.7671549670156196,5624.0,5628.0,1393.9230974025809,1393.9286530047389
3.0,29928567,0.04435443878173828,119865.0,119943.0,248.8537082798228,3.4745325831367246,5636.0,5712.0,1393.9397642085885,1394.0480984453025
3.0,29928567,0.026127338409423828,120021.0,120032.0,24.013293505697646,1.425384319353011,5790.0,5801.0,1394.1564326787588,1394.1717105831783
3.0,29928567,0.023447513580322262,120036.0,120042.0,15.191557204614108,1.0865816191717543,5805.0,5811.0,1394.1772661848706,1394.1855995874093
3.0,29928567,0.03987348079681397,120046.0,120098.0,156.49555065847744,3.176651197584485,5815.0,5867.0,1394.1911551891008,1394.2633780106285
3.0,29928567,0.03854048252105713,120205.0,120235.0,85.54764481871571,2.8808837498852933,5974.0,6004.0,1394.411990355185,1394.4536573688065
3.0,29928567,0.02782750129699707,120240.0,120245.0,14.963575188195824,1.253694318528425,6009.0,6014.0,1394.4606018711518,1394.4675463734998
3.0,29928567,0.04258167743682861,120381.0,120390.0,32.764768683509736,1.9145902525621448,6148.0,6157.0,1394.65643684406,1394.6689369494964
3.0,29928567,0.033298373222351074,120531.0,120539.0,24.69754970404077,1.8293865551468649,6287.0,6294.0,1394.864771952672,1394.8758831593154
3.0,29928567,0.03464043140411377,120546.0,120550.0,14.565665095590653,1.2163592912491554,6301.0,6305.0,1394.8856054657683,1394.8911610693235
3.0,29928567,0.029291868209838867,120558.0,120561.0,9.024302744892527,1.0483581527732435,6313.0,6316.0,1394.9022722768989,1394.9064389797973
3.0,29928567,0.028522968292236325,120566.0,120570.0,12.784920406965485,1.2138609396870883,6321.0,6325.0,1394.9133834844733,1394.918939088027
3.0,29928567,0.03369617462158203,120840.0,120843.0,9.155187651647283,0.9255137895702704,6574.0,6577.0,1395.293942462531,1395.2981091682236
3.0,29928567,0.040734648704528816,120852.0,120908.0,178.3167506600547,3.8763113405521934,6586.0,6641.0,1395.3106092853018,1395.3883878007223
3.0,29928567,0.03750157356262207,121841.0,121882.0,120.22579141975292,2.2858884636785235,6712.0,6753.0,1396.6842341652152,1396.7411791046752
3.0,29928567,0.02199852466583252,121886.0,121892.0,11.212444423478386,0.8687885629946185,6757.0,6763.0,1396.746734707765,1396.7550681121645
3.0,29928567,0.031151413917541507,122008.0,122031.0,55.80518717355791,1.691260419113239,6878.0,6901.0,1396.9161805407407,1396.9481252334722
3.0,29928567,0.028500795364379883,122035.0,122051.0,38.9662152297866,1.4121322652900723,6905.0,6921.0,1396.953680831439,1396.9759032237714
3.0,29928567,0.03025305271148682,122169.0,122210.0,100.15174814448231,2.2562016641431737,7037.0,7078.0,1397.1397933013877,1397.1967381332806
3.0,29928567,0.02637791633605957,122337.0,122348.0,24.47998819195037,1.1842826215649145,7205.0,7216.0,1397.3731281431076,1397.3884060121372
3.0,29928567,0.029846906661987305,122353.0,122378.0,55.61555173080492,1.739667292499805,7220.0,7245.0,1397.3953504981866,1397.4300729242432
3.0,29928567,0.036610007286071784,122489.0,122540.0,113.86517816439456,2.4345098905181866,7356.0,7407.0,1397.5842404434852,1397.655074140841
3.0,29928567,0.025852799415588386,122667.0,122690.0,52.78724872863933,1.7209125770008298,7533.0,7556.0,1397.8314638628888,1397.8634084471216
3.0,29928567,0.019053101539611816,122695.0,122699.0,8.178999442069683,0.7275162451967192,7561.0,7565.0,1397.8703529215295,1397.875908501335
3.0,29928567,0.02086114883422852,122807.0,122810.0,6.463161931729653,0.6158831402594814,7673.0,7676.0,1398.0259091099933,1398.0300757928687
3.0,29928567,0.02760815620422364,122820.0,122829.0,20.810058064217294,1.0595666038966869,7685.0,7694.0,1398.043964734234,1398.0564647814624
3.0,29928567,0.02745366096496582,122833.0,122861.0,61.99304459349782,1.8656284401626515,7698.0,7726.0,1398.0620203575436,1398.1009093891755
3.0,29928567,0.022874712944030758,122985.0,122995.0,22.49400453653801,1.1360638737971356,7848.0,7858.0,1398.2731321890005,1398.2870211210525
3.0,29928567,0.035558104515075684,122999.0,123009.0,28.48101176382288,1.1176224049238999,7862.0,7872.0,1398.2925766934077,1398.3064656245288
3.0,29928567,0.026246905326843255,123013.0,123032.0,38.995887411232964,1.5264503754295888,7876.0,7895.0,1398.3120211968835,1398.338410164058
3.0,29928567,0.04471909999847412,123137.0,123185.0,132.39477556540206,2.4698550401333224,8000.0,8046.0,1398.4842438947285,1398.5509107243415
3.0,29928567,0.02052175998687744,123189.0,123192.0,7.288615953368971,0.6328373446117275,8050.0,8053.0,1398.556466292971,1398.5606329693273
3.0,29928567,0.043433070182800286,123295.0,123356.0,183.09309008958584,3.011847142061904,8153.0,8201.0,1398.7036888306998,1398.7884112095835
3.0,29928567,0.021158337593078613,123360.0,123363.0,6.346832320920048,0.6250436647101172,8205.0,8208.0,1398.7939667749536,1398.7981334485157
3.0,29928567,0.01915943622589112,123441.0,123448.0,13.203167740480385,0.9536439480111596,8286.0,8293.0,1398.9064669536804,1398.9161891898184
3.0,29928567,0.037914037704467766,123452.0,123530.0,221.80756839357718,3.147250636957992,8297.0,8372.0,1398.9217447533265,1399.0300782249633
3.0,29928567,0.019830584526062008,123608.0,123611.0,6.716285834207403,0.6314657947902886,8450.0,8453.0,1399.138411669127,1399.1425783394293
3.0,29928567,0.0411069393157959,123616.0,123690.0,213.38756767306919,3.0255340679688656,8458.0,8532.0,1399.149522789623,1399.2523006442013
3.0,29928567,0.016738533973693848,123769.0,123773.0,7.591541097997638,0.7281152444495168,8611.0,8615.0,1399.362022921499,1399.367578478953
3.0,29928567,0.04102051258087158,123778.0,123852.0,225.418646083594,3.007771995811221,8620.0,8694.0,1399.374522925887,1399.4773007273807
3.0,29928567,0.022299766540527344,123937.0,123948.0,19.903403424026735,1.131002265697041,8779.0,8790.0,1399.595356281022,1399.6106340564538
3.0,29928567,0.03896129131317139,123956.0,124018.0,189.61971774473253,2.7763167521451955,8798.0,8860.0,1399.6217451653088,1399.7078562506667
3.0,29928567,0.01873040199279785,124102.0,124107.0,9.43338725124109,0.8111375264296514,8944.0,8949.0,1399.8245228570868,1399.8314672970362
3.0,29928567,0.04245424270629883,124113.0,124182.0,206.10485877257733,2.92742362027203,8955.0,9024.0,1399.839800624602,1399.9356338837024
3.0,29928567,0.04241287708282472,124281.0,124345.0,177.37786382105526,2.7813986119000464,9120.0,9182.0,1400.0731337429138,1400.1620225196882
3.0,29928567,0.01998376846313477,124349.0,124352.0,6.4401253256977045,0.6306539804159674,9186.0,9189.0,1400.1675780678283,1400.171744728818
3.0,29928567,0.06477212905883789,124385.0,124402.0,69.21980056689793,1.404835874470658,9222.0,9239.0,1400.217577997372,1400.2411890733624
3.0,29928567,0.055834293365478516,124451.0,124501.0,141.97923782123897,2.4262848313796517,9288.0,9337.0,1400.3092445209766,1400.3786888459622
3.0,29928567,0.02116525173187256,124616.0,124619.0,6.594043825776657,0.6268510160324033,9452.0,9455.0,1400.5384107561774,1400.5425774143735
3.0,29928567,0.02337121963500977,124624.0,124634.0,20.044283713063336,1.1190850209314267,9460.0,9470.0,1400.5495218436124,1400.5634107030228
3.0,29928567,0.027341842651367188,124638.0,124642.0,9.484742841593858,0.7130859700693061,9474.0,9478.0,1400.568966246507,1400.5745217899912
3.0,29928567,0.0302504301071167,124646.0,124651.0,14.04109745377443,0.8010250006586414,9482.0,9487.0,1400.5800773330097,1400.5870217622492
3.0,29928567,0.023825407028198242,124655.0,124658.0,7.463118877041228,0.6304493534644858,9491.0,9494.0,1400.5925773057336,1400.5967439629972
3.0,29928567,0.023262977600097656,124663.0,124675.0,23.238120199900827,1.2852424583254634,9499.0,9510.0,1400.60368839177,1400.620355020827
3.0,29928567,0.04502487182617188,124761.0,124841.0,219.6392395576751,3.113398849170944,9573.0,9653.0,1400.739799179895,1400.8509100002225
3.0,29928567,0.08044719696044922,124923.0,124945.0,63.884692793776615,1.4893305475855063,9735.0,9757.0,1400.9647985659824,1400.9953540306985
3.0,29928567,0.04398787021636963,124949.0,124996.0,142.66997846291116,2.4343744188378915,9761.0,9808.0,1401.0009095695261,1401.066187146445
3.0,29928567,0.021228194236755368,125073.0,125076.0,6.409714124949307,0.6274888705912681,9885.0,9888.0,1401.1731312443148,1401.177297896923
3.0,29928567,0.03933429718017578,125080.0,125170.0,247.62066848337687,3.3677952036299224,9892.0,9981.0,1401.1828534338877,1401.3078529990714
3.0,29928567,0.03545105457305908,125243.0,125330.0,222.9937533705339,3.2637859124965134,10054.0,10141.0,1401.4092415134116,1401.5300743756961
3.0,29928567,0.02814590930938721,125385.0,125391.0,14.230411765579099,0.862619638708664,10196.0,10202.0,1401.6064629529715,1401.6147962516668
3.0,29928567,0.021184802055358887,125408.0,125411.0,6.6508780744452975,0.621057989739921,10219.0,10222.0,1401.6384072638607,1401.6425739132092
3.0,29928567,0.042517542839050286,125421.0,125482.0,166.27621247504715,2.7442497579612777,10232.0,10292.0,1401.6564627432824,1401.7411845992287
3.0,29928567,0.023604869842529297,125486.0,125490.0,8.135655216525889,0.7052492121227997,10296.0,10300.0,1401.74674013014,1401.7522956615185
3.0,29928567,0.028182268142700195,125555.0,125567.0,24.566518827218765,1.2085040471482544,10365.0,10377.0,1401.842573032543,1401.8592396229503
