,ampl_rec,cstart,cstop,ed_rec,ed_rec_err,istart,istop,total_n_valid_data_points,tstart,tstop,dur,ed_ratio,ed_ratio_count,amplitude_ratio,amplitude_ratio_count,duration_ratio,duration_ratio_count,amplitude_corr,duration_corr,ed_corr,recovery_probability,recovery_probability_count,ed_ratio_std,amplitude_ratio_std,duration_ratio_std,recovery_probability_std,ed_corr_err,amplitude_corr_err,duration_corr_err,TIC,sector,energy,st,real,complex
168,0.024263978004456,284987,284992,8.88301873153656,0.45648340401077,12906,12911,13204,1623.27476436763,1623.28170882355,0.006944455925805,0.466617694492254,29,0.907436081294715,29,0.685678120165521,29,0.026739049178909,0.010127865716538,19.0370378928783,0.682926829268293,41,0.197465575352037,0.1350580944541,0.658583507075385,0.471116991321896,3.78677412859809,0.003979701825902,0.009727662479847,388857263,11,1.4984959E+031,6,1,0
277,0.017748951911926,287556,287568,9.21666343164778,0.260665328485577,1096,1108,18704,1626.84280624635,1626.85947284819,0.016666601837642,0.722753453452198,32,0.81924092865493,32,1.59667582451589,32,0.021665118637404,0.010438312888401,12.752154123408,0.929824561403509,57,0.141630141768691,0.184450863260389,0.992448520032577,0.257713096485706,1.82480281704586,0.004877868885126,0.006488159975035,388857263,12,1.7309521E+031,6,1,0
286,0.00876522064209,294439,294453,11.1902061592263,0.317320943611795,7834,7848,18704,1636.40245834451,1636.4219025432,0.019444198687779,0.51910120401793,29,0.863300881150815,29,0.962407681672045,29,0.010153146873203,0.020203702711514,21.5568873133259,0.739130434782609,23,0.128623886165997,0.127837993596026,0.422218585673938,0.44897775854488,2.79082920862034,0.001503482682916,0.008863581356096,388857263,12,2.256258E+031,6,1,0
282,0.007839202880859,291791,291809,12.1341717504621,0.361434143290178,5206,5224,18704,1632.72471821673,1632.74971801285,0.024999796119118,0.489788525747901,39,0.915602410449915,39,0.875818208445083,39,0.008561797993746,0.028544503731548,24.7743079157139,1,27,0.107698173405528,0.056072103679752,0.440849220116783,0,2.69251682294204,0.000524330232546,0.014368075574741,388857263,12,2.2661019E+031,6,1,0
163,0.036725759506226,281400,281408,12.4548722925248,0.127859147449437,9326,9334,13204,1618.29279080737,1618.30390201713,0.011111209763612,0.466617694492254,29,0.907436081294715,29,0.685678120165521,29,0.040472007079359,0.016204702231027,26.6918131042533,0.682926829268293,41,0.197465575352037,0.1350580944541,0.658583507075385,0.471116991321896,5.27226483355121,0.006023644273735,0.015564372425717,388857263,11,2.5095338E+031,6,1,0
299,0.02490758895874,305117,305128,13.3574542443688,0.143814815575174,17655,17666,18704,1651.23268251249,1651.24795984395,0.015277331463494,0.722753453452198,32,0.81924092865493,32,1.59667582451589,32,0.030403252678836,0.009568211172814,18.4813426771848,0.826086956521739,46,0.141630141768691,0.184450863260389,0.992448520032577,0.383223046516833,2.62146303364101,0.00684524662573,0.005947329365181,388857263,12,2.7669896E+031,6,1,0
158,0.015405416488648,270581,270602,19.4444803372601,0.361481764157492,2126,2147,13204,1603.2661587308,1603.29532616342,0.029167432619943,0.493799663851558,19,0.954473311977053,19,0.743921472697138,19,0.016140227594984,0.039207676737968,39.3772652366675,0.685185185185185,54,0.177910359858394,0.066473149569483,0.936138232255753,0.468803135819012,7.014943241944,0.0011240668016,0.049338279024619,388857263,11,2.9223473E+031,6,1,0
295,0.022025465965271,302286,302299,13.8552765592967,0.268868936069834,14831,14844,18704,1647.30084352598,1647.31889863474,0.018055108758745,0.722753453452198,32,0.81924092865493,32,1.59667582451589,32,0.026885211901502,0.011307936452422,19.1701284762012,0.929824561403509,57,0.141630141768691,0.184450863260389,0.992448520032577,0.257713096485706,2.72834836932324,0.006053165034506,0.007028693379404,388857263,12,2.9283392E+031,6,1,0
296,0.029526472091675,302903,302915,15.4140963147028,0.246824847722046,15448,15460,18704,1648.15776641278,1648.1744326528,0.016666240017457,0.842294139433495,23,0.782963066548367,23,2.4993284665622,23,0.037711193992636,0.006668287198113,18.3001348259052,0.826086956521739,46,0.102884346824123,0.153772038149782,0.806631806463325,0.383223046516833,1.89890721838205,0.00740638659608,0.002152119107429,388857263,12,3.1764202E+031,6,1,0
276,0.048887491226196,286482,286499,17.0694615884894,0.236454158352702,23,40,18704,1625.35114640264,1625.37475737286,0.023610970219124,0.861684577739084,24,0.90368109091233,24,3.0452946646822,24,0.054098167725122,0.007753262924916,19.8094082561821,0.875,64,0.064270161706342,0.076568548453737,0.717698395897332,0.333333333333333,1.29492522973999,0.004583716776167,0.001827246613839,388857263,12,3.4266628E+031,6,1,0
288,0.03484046459198,297908,297925,18.209044012104,0.273342921482286,10477,10494,18704,1641.22042345338,1641.24403407203,0.023610618645307,0.81084372426561,23,0.858330298079581,23,2.69798017830776,23,0.040590976072884,0.008751220203596,22.456909349081,0.835820895522388,67,0.199498853805401,0.068514554305372,0.771724047923212,0.37323381758231,4.48845857042262,0.00324009608035,0.002503178909202,388857263,12,3.4718373E+031,6,1,0
287,0.019643187522888,295366,295379,17.6407425393471,0.278604361455234,8729,8742,18704,1637.68994061406,1637.70799589558,0.018055281518173,0.722753453452198,32,0.81924092865493,32,1.59667582451589,32,0.023977302446473,0.011308044651861,24.407690416541,0.929824561403509,57,0.141630141768691,0.184450863260389,0.992448520032577,0.257713096485706,3.46807347469581,0.005398453593094,0.007028760633114,388857263,12,3.7660855E+031,6,1,0
283,0.030163168907166,292177,292195,19.7120902594877,0.299994734938202,5592,5610,18704,1633.26082481903,1633.28582460118,0.02499978214928,0.81084372426561,23,0.858330298079581,23,2.69798017830776,23,0.035141680276989,0.009266110385199,24.3105911405322,0.826086956521739,46,0.199498853805401,0.068514554305372,0.771724047923212,0.383223046516833,4.85920435910299,0.002805116593352,0.002650456913088,388857263,12,4.0107807E+031,6,1,0
301,0.023038387298584,305808,305823,20.3406550097418,0.300688843809511,18346,18361,18704,1652.19237589163,1652.21320857791,0.020832686283939,0.722753453452198,32,0.81924092865493,32,1.59667582451589,32,0.028121626365042,0.013047536615803,28.1432830415207,0.826086956521739,46,0.141630141768691,0.184450863260389,0.992448520032577,0.383223046516833,3.99726267339527,0.006331541891876,0.008109979624919,388857263,12,4.109555E+031,6,1,0
159,0.054383516311646,272512,272523,27.0126815426284,0.137414244465458,4047,4058,13204,1605.94816999433,1605.96344813023,0.015278135894732,0.466617694492254,29,0.907436081294715,29,0.685678120165521,29,0.059930960904764,0.022281790019848,57.8903926307853,0.682926829268293,41,0.197465575352037,0.1350580944541,0.658583507075385,0.471116991321896,11.4321855738714,0.008919814348854,0.0214013237168,388857263,11,5.4507157E+031,6,1,0
165,0.024478673934937,282444,282469,27.8302746348245,0.369389486486579,10370,10395,13204,1619.74280259696,1619.77752507264,0.034722475679246,0.493799663851558,19,0.954473311977053,19,0.743921472697138,19,0.025646263366162,0.046674920611388,56.3594442688617,0.755555555555556,45,0.177910359858394,0.066473149569483,0.936138232255753,0.434613493680177,10.0337308111301,0.001786103266844,0.058734932752252,388857263,11,5.7251834E+031,6,1,0
167,0.388328075408936,284908,284941,155.944234743183,0.240735605369126,12827,12860,13204,1623.16504194387,1623.21087536528,0.045833421410862,0.967710372111518,4,0.834243927595756,4,5.83956637640378,4,0.465485048873026,0.007848771373858,161.147631809419,0.905660377358491,53,0.221344303619389,0.156097926320258,2.91005859247675,0.295097828850303,35.6699227119483,0.087098327549796,0.003911315173875,388857263,11,3.4686252E+032,6,1,0
161,0.003210186958313,279812,279817,1.41770973575485,0.121053990349054,7745,7750,13204,1616.08721317338,1616.0941576945,0.006944521119976,0.466617694492254,29,0.907436081294715,29,0.685678120165521,29,0.003537645267238,0.010127960796387,3.03826827076825,0.682926829268293,41,0.197465575352037,0.1350580944541,0.658583507075385,0.471116991321896,0.612044231526636,0.000526524830229,0.009727753802609,388857263,11,,,,0
293,0.003202319145203,301766,301769,0.833496064723466,0.064139548072932,14312,14315,18704,1646.57863891861,1646.58280548502,0.004166566408003,0.51910120401793,29,0.863300881150815,29,0.962407681672045,29,0.003709389408863,0.004329315411078,1.6056523434584,0.739130434782609,23,0.128623886165997,0.127837993596026,0.422218585673938,0.44897775854488,0.216255770185095,0.000549288098563,0.001899317165285,388857263,12,,,,0
281,0.003078103065491,291604,291607,1.01333770028117,0.136532839107961,5020,5023,18704,1632.46499806912,1632.46916470281,0.004166633695149,,,,,,,,,,,,,,,,,,,388857263,12,,,,0
153,0.074899315834045,321549,321555,39.1667763231453,1.5655010335165,13477,13483,19284,1674.05576052049,1674.06409390895,0.008333388453593,0.469649132714923,99,0.891619267344973,99,0.75466763483152,99,0.084003698189562,0.011042461699651,83.3958238073008,0.718120805369127,149,0.233770556428144,0.166578003930238,1.01790232552262,0.451432209043074,19.5582425364933,0.015694107204349,0.014894169200828,387220832,13,6.9773739E+031,6,1,0.5
146,0.170458078384399,311870,311874,41.3889322618672,1.7076325812656,4603,4607,19284,1660.61249499147,1660.61805068203,0.00555569055723,0.469649132714923,99,0.891619267344973,99,0.75466763483152,99,0.191178101043041,0.007361771329269,88.1273473722996,0.718120805369127,149,0.233770556428144,0.166578003930238,1.01790232552262,0.451432209043074,20.6722293822995,0.03571711338378,0.00992962174362,387220832,13,7.2222397E+031,6,1,0
155,0.158111095428467,326295,326301,50.8458760489465,1.19999135730541,18205,18211,19284,1680.64744993248,1680.65578326925,0.008333336765645,0.469649132714923,99,0.891619267344973,99,0.75466763483152,99,0.177330281230108,0.011042393208642,108.263536557641,0.718120805369127,149,0.233770556428144,0.166578003930238,1.01790232552262,0.451432209043074,25.3372593739704,0.033129975277071,0.014894076819553,387220832,13,8.7663319E+031,6,1,0
151,0.193897724151611,320975,320982,83.5594400640199,1.68141046650843,12903,12910,19284,1673.25853270981,1673.26825500379,0.009722293980303,0.469649132714923,99,0.891619267344973,99,0.75466763483152,99,0.217466951705734,0.012882881856294,177.918863771735,0.718120805369127,149,0.233770556428144,0.166578003930238,1.01790232552262,0.451432209043074,41.6261643497118,0.040628564301672,0.017376544051584,387220832,13,1.5162428E+032,6,1,0
154,0.133424162864685,322148,322166,162.396884511646,3.70099326193329,14076,14094,19284,1674.8877101479,1674.91271029324,0.025000145337799,0.56137510993752,119,0.936552300284481,119,1.08972753398766,119,0.142463120131312,0.022941647850556,289.28408409436,0.718120805369127,149,0.175387241027777,0.112406129825494,0.789438402787658,0.451432209043074,50.8715428442212,0.01709859446393,0.016619767117552,387220832,13,2.8719553E+032,6,1,1
150,0.123860120773315,318633,318651,182.194357878113,3.7201230422281,10597,10615,19284,1670.00572642332,1670.03072667203,0.025000248714605,0.56137510993752,119,0.936552300284481,119,1.08972753398766,119,0.13225115216277,0.022941742715375,324.550117475622,0.718120805369127,149,0.175387241027777,0.112406129825494,0.789438402787658,0.451432209043074,57.0433841101749,0.015872941826168,0.01661983584109,387220832,13,3.1855681E+032,6,1,1
149,0.173506259918213,317969,317996,278.950388751882,4.30807271914244,9938,9964,19284,1669.0834948042,1669.12099519566,0.037500391466438,0.56137510993752,119,0.936552300284481,119,1.08972753398766,119,0.185260620112203,0.034412630952998,496.905516140408,0.829931972789116,147,0.175387241027777,0.112406129825494,0.789438402787658,0.376976974331614,87.2573016277614,0.022235201717575,0.024929765990077,387220832,13,4.9982839E+032,6,1,0
147,0.678536891937256,312180,312185,136.040821773253,2.02949379637774,4897,4902,19284,1661.0430609107,1661.05000552076,0.006944610053552,0.887764463398341,28,0.712226400739841,28,3.46038732234177,28,0.952698315075671,0.002006888075423,153.239769535821,0.960526315789473,152,0.136407077542952,0.150200073614442,0.957771148129276,0.195362761483391,21.0012809004643,0.200912739134743,0.000555469465442,387220832,13,,,,0
152,0.114691734313965,321019,321026,56.9514084273367,2.38864771612232,12947,12954,19284,1673.31964427078,1673.32936656382,0.009722293048981,0.469649132714923,99,0.891619267344973,99,0.75466763483152,99,0.128633081982951,0.012882880622211,121.263735968413,0.718120805369127,149,0.233770556428144,0.166578003930238,1.01790232552262,0.451432209043074,28.4483490534642,0.024032053614006,0.017376542387042,387220832,13,,,,0
148,0.102283835411072,312216,312241,142.781361135719,4.28801294710589,4933,4958,19284,1661.09306210337,1661.12778515223,0.034723048869637,0.56137510993752,119,0.936552300284481,119,1.08972753398766,119,0.109213159136978,0.031863973137005,254.342165529231,0.829931972789116,147,0.175387241027777,0.112406129825494,0.789438402787658,0.376976974331614,44.8139910137425,0.013107894285108,0.023083425237221,387220832,13,,,,0
388,0.129806876182556,124505,124509,36.8339980380405,1.95829282826536,8873,8877,12835,1400.38451349371,1400.39006909261,0.005555598897899,0.460582520456961,29,0.861388387168706,29,0.616486301344477,29,0.150694945643762,0.009011715079124,79.9726355257602,1,17,0.113003497044294,0.351275988079735,0.325618772412991,0,9.24692751084091,0.061453714396624,0.004759852076195,369555560,3,2.6497025E+032,7,1,0
389,0.188508272171021,125109,125112,50.5477691836877,2.48804875403763,9453,9456,12835,1401.22340816363,1401.22757485535,0.00416669172273,0.580207821672212,22,0.80902756994299,22,1.01213265104109,22,0.233005992841881,0.00411674469591,87.1201098909773,0.5,38,0.116060914987446,0.151913114575963,0.410344480975349,0.506711709709532,10.4128552386569,0.043752113528058,0.001669033662548,369555560,3,3.0132469E+032,7,1,0
209,0.047763824462891,191115,191118,11.7476529147497,0.773656163904492,758,761,16063,1492.8982423495,1492.90240916577,0.004166816270754,0.316479356420515,89,0.947586236748844,89,0.381916480287416,89,0.050405781142166,0.010910281398745,37.1198079003304,0.696969696969697,33,0.205117862735055,0.220636149986333,0.64857186072175,0.466693722159438,7.65314053965543,0.011736491157173,0.018527876834371,366567664,7,5.3966349E+030,8,1,0
210,0.16656768321991,194490,194493,29.876599027773,0.98623625381564,4124,4127,16063,1497.58588418093,1497.59005095064,0.004166769704625,0.777895874255282,19,0.752942074859439,19,2.11304133065966,19,0.221222440319868,0.001971930053694,38.4069385332264,0.744186046511628,43,0.173332995161659,0.300135031103387,0.911635475886806,0.441481448448827,6.72984669436702,0.088182884478286,0.000850755433332,366567664,7,1.4712748E+031,8,1,0
211,0.213709354400635,202907,202913,50.1224125026284,1.01044338845624,11320,11326,16063,1509.27632814225,1509.28466152193,0.008333379686974,0.750281981063325,11,0.707201563800653,11,1.98054495131789,11,0.302190160966436,0.004207619565226,66.8047664314066,0.870967741935484,31,0.056049067397668,0.11036605386588,0.372960718354528,0.340777100548239,3.87828754006479,0.047159872503282,0.000792345972539,366567664,7,2.4578063E+031,8,1,0
4,0.149157762527466,289806,289811,52.9999809393808,2.4950277141438,3262,3267,18704,1629.9645618603,1629.97150645884,0.006944598535256,0.309538912011199,63,0.935788733810154,63,0.410958955575892,63,0.159392560669282,0.016898520986175,171.222353257685,0.388888888888889,54,0.157899669618846,0.124189414969915,0.329366625294009,0.492075568159886,27.1508364234662,0.021153138678512,0.013543466456101,358108509,12,6.2555066E+031,6,1,1
5,1.32773494720459,304655,304674,833.072435825749,6.73347171357417,17193,17212,18704,1650.58855777844,1650.61494706286,0.026389284420475,0.88776943308606,15,0.880792906142587,15,3.51366052969328,15,1.50743147219404,0.007510482073457,938.388285041338,0.953488372093023,43,0.027119817550753,0.093432539697567,0.428500957044385,0.213082632316446,26.3246485971609,0.159904955960591,0.000915924782472,358108509,12,9.822865E+032,6,1,0
264,0.149206519126892,71678,71691,159.608364559526,5.89163046176309,1078,1091,17805,1327.00981432872,1327.02786985258,0.018055523864405,0.226013550082726,51,0.96847281236645,51,0.289910145649909,51,0.154063714769967,0.062279724029418,706.189361217968,0.692307692307692,13,0.071830090964792,0.102422561855345,0.138115400986171,0.480384461415261,51.0666474047406,0.016293281705177,0.029670534773276,358108509,1,,,,0
78,0.507923722267151,97099,97113,128.766169548102,0.572362213520899,5658,5672,18018,1362.3201520572,1362.33959692249,0.019444865291007,0.959786322024199,30,0.783844455197327,30,5.51227734250642,30,0.647990451293407,0.003527555687567,134.161288396498,0.913907284768212,151,0.016034162866345,0.102692908427562,0.534140085926225,0.281434358267154,2.2260064772654,0.084894424697891,0.000341820409423,340703996,2,            -NaN,6,1,0
80,0.140141487121582,105530,105535,24.4864792473611,0.351770760566145,12920,12925,18018,1374.03004134762,1374.03698581969,0.00694447207843,0.860076119236364,57,0.738160725625402,57,2.85339106697759,57,0.189852266933936,0.002433761063739,28.470130375323,0.84,200,0.104854512497351,0.230483819546978,1.50344597834339,0.367526022050714,3.00587606453094,0.059279604174975,0.001282343778907,340703996,2,            -NaN,6,1,0
79,0.078210115432739,100436,100439,16.7770553846411,0.598523585335179,8930,8933,18018,1366.95496518992,1366.95913193565,0.00416674573853,0.74091947145557,98,0.836531519976779,98,1.83343408100205,98,0.093493327585445,0.002272645513523,22.6435611844318,0.832298136645963,161,0.140477299903416,0.178940007577555,1.2229918080032,0.374767008365206,3.23672606142475,0.019998883899862,0.001515967699267,340703996,2,            -NaN,6,1,0
77,0.029879808425903,94166,94173,15.1660484368094,0.644337656625307,2786,2793,18018,1358.2464421672,1358.256164652,0.009722484800022,0.539434793858402,136,0.879219093268612,136,0.853941815208683,136,0.033984485385572,0.011385418335143,28.1147019240853,0.558823529411765,170,0.188332852349278,0.174291484223666,0.822499939613611,0.497994586041971,5.33398257108889,0.006736894641822,0.010966210725777,340703996,2,            -NaN,6,1,0
15,0.016662120819092,168489,168492,5.60495651535591,0.219623589716997,14987,14990,16349,1461.47247506334,1461.47664160093,0.004166537591118,0.231843712438032,115,0.991774794694549,115,0.285556765831174,115,0.016800306791648,0.014590925832173,24.1755812845432,0.366666666666667,60,0.126033628469332,0.145421478093767,0.1953510918043,0.485961101416971,3.05484122479241,0.002463387312462,0.009981739649747,332623751,5,1.3988267E+031,6,-1,0
12,0.03858757019043,162530,162537,23.882086157031,1.68933456557148,9049,9056,16349,1453.19627348453,1453.20599557772,0.009722093183655,0.231843712438032,115,0.991774794694549,115,0.285556765831174,115,0.03890759313188,0.034046096422742,103.009419172471,0.545454545454545,55,0.126033628469332,0.145421478093767,0.1953510918043,0.502518907629606,13.0920997075478,0.005704923872411,0.023291138238305,332623751,5,9.6295171E+031,6,1,0
14,0.065581917762756,168476,168483,36.0619036184395,1.3984692242007,14974,14981,16349,1461.45442006773,1461.46414198862,0.009721920889206,0.53293265603097,72,0.89614162345479,72,0.93913571459543,72,0.073182537275666,0.010351987192175,67.6669053966621,0.82,50,0.124933908639605,0.18074826365753,0.579164726845394,0.388087934491604,8.56877989084996,0.014760631797945,0.006384067543471,332623751,5,9.8110297E+031,6,1,1
13,0.221014499664307,166807,166813,56.4057815021123,1.2280259523705,13312,13318,16349,1459.13643105849,1459.14476417186,0.008333113364642,0.811717126790608,17,0.765343220528675,17,2.48137337697532,17,0.288778281084971,0.003358266612339,69.4894559206002,0.907407407407407,54,0.070992532698877,0.108827828563711,0.808670799764529,0.292582419835719,5.08378110850953,0.041062770824741,0.001094447201063,332623751,5,1.3851646E+032,6,1,0
24,0.088166832923889,142074,142077,25.1285338907552,2.84609942077683,5688,5691,14058,1424.78596136012,1424.7901280714,0.004166711281187,0.228486921579827,114,0.962492779579116,114,0.253783604201197,114,0.091602591514965,0.016418362779194,109.977996626717,0.66,50,0.131766134159484,0.160342064010952,0.240987039233565,0.478518120698406,14.7682173799271,0.015260113014754,0.015590497454216,328254412,4,8.3821465E+031,7,1,0.5
21,0.100585222244263,136253,136256,33.5003364728253,3.33625731780453,3969,3972,14058,1416.70114576972,1416.70531250801,0.004166738289769,0.228486921579827,114,0.962492779579116,114,0.253783604201197,114,0.104504910975277,0.016418469202862,146.618179461625,0.66,50,0.131766134159484,0.160342064010952,0.240987039233565,0.478518120698406,19.6052640638454,0.017409515666584,0.015590598511669,328254412,4,1.1620914E+032,7,1,0.5
23,0.207583665847778,140253,140256,48.247803175927,2.12645145994104,5378,5381,14058,1422.25676749412,1422.26093419376,0.004166699639427,0.568358927344554,52,0.843359728193767,52,0.953175131439138,52,0.246138935626393,0.004371389372209,84.8896724493217,0.796296296296296,54,0.098774918032853,2.22776351097822,0.442895445173775,0.406532953925673,8.65040606318065,0.650184400663618,0.002031178089077,328254412,4,1.249345E+032,7,1,0
20,0.213359832763672,133333,133337,51.4039667246059,2.28515149711512,1080,1084,14058,1412.64550147211,1412.65105717858,0.005555706467248,0.568358927344554,52,0.843359728193767,52,0.953175131439138,52,0.252987931046491,0.005828631364795,90.4427893211282,0.796296296296296,54,0.098774918032853,2.22776351097822,0.442895445173775,0.406532953925673,9.22111523776185,0.668276255863329,0.002708289587001,328254412,4,1.3560751E+032,7,1,0
22,0.369028687477112,137225,137251,434.885478516026,7.53411303102625,4906,4932,14058,1418.05116712823,1418.08727875949,0.036111631259473,0.627508302543463,55,0.94902021453009,55,1.28313896803848,55,0.388852294004967,0.028143195833789,693.035417624461,0.964912280701754,57,0.113874329222548,0.074343161181435,0.429626109678897,0.185637153830276,79.2777552169903,0.03046142571715,0.009423025908476,328254412,4,1.1449396E+033,7,1,0
25,0.347374677658081,148745,148770,392.826529202407,6.99021931866357,12313,12338,14058,1434.05121540674,1434.085937186,0.034721779259826,0.627508302543463,55,0.94902021453009,55,1.28313896803848,55,0.366035066840051,0.027060030226426,626.010090400674,1,43,0.113874329222548,0.074343161181435,0.429626109678897,0,71.6283831522572,0.028673998251577,0.009060355739756,328254412,4,1.1761159E+033,7,1,0
229,0.229947447776794,191715,191718,59.9243141442038,3.52812298830432,1358,1361,16063,1493.73116662042,1493.73533332307,0.004166702648718,0.543867025653016,19,0.803421021057804,19,0.927726064396572,19,0.286210394985732,0.004491307087969,110.181921899481,0.432432432432432,37,0.121502855103633,0.113545497369387,0.426538646297363,0.502247202333923,13.8445157004389,0.040449404234104,0.002064958740438,318801864,7,             NaN,9,1,0
239,0.16692066192627,109559,109564,69.3995864028708,5.30910935847036,16849,16854,18018,1379.62592530783,1379.63286960715,0.006944299319002,0.748282429154732,58,0.71836632148084,58,1.83767261027518,58,0.232361480396491,0.003778855537256,92.7451770867657,0.768595041322314,121,0.117740572447792,0.182045269533471,0.789411903905601,0.42348417086735,12.142084181952,0.058884035989852,0.00162328889682,304392811,2,2.8563226E+031,7,1,0
266,0.420620203018189,154621,154625,164.266975271573,1.30801941548975,2560,2564,16349,1442.21184674511,1442.21740238824,0.005555643137313,0.405071785077715,57,0.928973112710384,57,0.544373724861249,57,0.452779738469482,0.01020556813011,405.525591569053,0.426229508196721,61,0.202292278727313,0.099181542747175,0.552600949221481,0.498632008380349,82.0451233329929,0.048340896385088,0.010359806835793,298907057,5,7.6035583E+031,6,1,0
268,1.42456102371216,166606,166611,445.251827702222,2.03743725824521,13111,13116,16349,1458.8577144813,1458.8646588407,0.006944359391355,0.405071785077715,57,0.928973112710384,57,0.544373724861249,57,1.53347928397609,0.012756602815694,1099.19240022308,0.426229508196721,61,0.202292278727313,0.099181542747175,0.552600949221481,0.498632008380349,222.367469584771,0.163721467365006,0.012949395797144,298907057,5,2.0720539E+032,6,1,0
267,12.4641513824463,162283,162332,5505.37014664238,2.70925844154562,8802,8851,16349,1452.85357983366,1452.92163555277,0.068055719112181,0.993420220247958,13,0.862614777627767,13,8.29454092965821,13,14.4492671650297,0.008204880738949,5541.83419506826,0.849056603773585,53,0.522035382514566,2.72612765389475,2.08472742548482,0.361419552443201,2893.03480243316,45.6641224086455,0.002062192476278,298907057,5,2.536916E+033,6,1,0
265,0.173099398612976,152060,152064,41.3380009097233,1.66063988644603,9,13,16349,1438.65482948739,1438.66038518641,0.00555569901644,0.405071785077715,57,0.928973112710384,57,0.544373724861249,57,0.186334132005111,0.010205670778575,102.051049795513,0.426229508196721,61,0.202292278727313,0.099181542747175,0.552600949221481,0.498632008380349,20.7108236629418,0.019893909119504,0.010359911035603,298907057,5,,,,0
305,0.05921220779419,140520,140523,15.831262313332,1.22013098882357,5645,5648,14058,1422.62768107212,1422.6318476614,0.004166589278611,0.405804782909716,107,0.922693433498791,107,0.540868142411486,107,0.064173219017785,0.007703521342622,39.0120150872006,0.593220338983051,59,0.150578760037498,0.196583197858684,0.346759403938748,0.495449780599845,5.99975583664561,0.013672338128131,0.004938853409053,293561794,4,6.6319023E+031,6,1,1
311,0.057708144187927,148968,148973,24.4593030951275,1.43727198486466,12536,12541,14058,1434.36067407226,1434.36761823328,0.006944161018737,0.405804782909716,107,0.922693433498791,107,0.540868142411486,107,0.062543139565979,0.012838916686378,60.2735702614162,0.593220338983051,59,0.150578760037498,0.196583197858684,0.346759403938748,0.495449780599845,9.1890187201248,0.013325043761697,0.0082312392768,293561794,4,9.9134595E+031,6,1,0.5
307,0.077764868736267,146741,146753,44.6804518355339,1.05373744576065,10322,10334,14058,1431.26773741311,1431.28440348244,0.016666069333951,0.345490043408447,131,0.964358472598758,131,0.457575452507651,131,0.080638964602764,0.036422559913596,129.324860985101,0.951219512195122,41,0.125017147535999,0.118707650404956,0.212865944301097,0.218084789955091,16.2021274880224,0.009926248683528,0.016943921636053,293561794,4,1.3997811E+032,6,1,0
309,0.145041942596436,147808,147814,50.883256885011,1.75645231824652,11389,11395,14058,1432.74962685266,1432.75795986591,0.008333013246784,0.616544074341913,58,0.860237089679502,58,1.13830585162619,58,0.168606939106141,0.007320539760802,82.5297963317916,0.763636363636364,55,0.125717533379507,0.220239233498628,0.710645248437111,0.428763785595733,10.5230665807925,0.043167009975263,0.004570218794516,293561794,4,1.9911742E+032,6,1,0
302,0.246716976165771,135675,135682,67.774165343058,1.28774026144541,3391,3398,14058,1415.89861882239,1415.90834095003,0.009722127640543,0.776042445721876,27,0.761182781166362,27,2.07975507832544,27,0.324123170242667,0.004674650271017,87.3330649846278,0.821428571428571,56,0.100441624356728,0.130728543942872,0.75180486539402,0.386459117308221,8.86589332029739,0.055666196283427,0.00168982629464,293561794,4,4.0883684E+032,6,1,1
306,0.125790476799011,144287,144306,138.746478333953,3.47913767824778,7881,7900,14058,1427.85951470829,1427.88590283495,0.026388126659867,0.53292324075754,57,0.936406304068997,57,0.929978284909136,57,0.134333222931552,0.02837499228538,260.349836004014,0.923076923076923,52,0.10685837053698,0.33049282247303,0.305806621949131,0.269069117598525,28.037259418254,0.047411220754956,0.009330605541475,293561794,4,7.5189469E+032,6,1,0
310,0.178033828735352,148029,148051,210.086553054397,3.50548952712789,11610,11632,14058,1433.05655943561,1433.08711380184,0.030554366226397,0.623206571630612,45,0.936284232547027,45,1.29682338277189,45,0.190149339854882,0.02356093098899,337.105805069912,1,45,0.413726499504672,0.837442280332869,0.248953750742839,0,139.513651985758,0.170075593752844,0.004523038540657,293561794,4,,,,0
303,0.096383571624756,135692,135696,28.2279227820143,1.58562960556608,3408,3412,14058,1415.92222970327,1415.92778520484,0.005555501575145,0.405804782909716,107,0.922693433498791,107,0.540868142411486,107,0.10445893308168,0.010271452761806,69.5603501260224,0.593220338983051,59,0.150578760037498,0.196583197858684,0.346759403938748,0.495449780599845,10.5936498819658,0.02225535629124,0.006585196202144,293561794,4,,,,0
308,0.092162966728211,146787,146793,28.0347587158922,1.23394164430775,10368,10374,14058,1431.33162401067,1431.33995704487,0.008333034201314,0.405804782909716,107,0.922693433498791,107,0.540868142411486,107,0.099884710763287,0.01540677578857,69.0843476877636,0.914893617021277,47,0.150578760037498,0.196583197858684,0.346759403938748,0.282056672846969,10.4755637325001,0.021280801560037,0.009877535706287,293561794,4,,,,0
304,0.045094966888428,135701,135708,32.5861460410734,2.23992357173754,3417,3424,14058,1415.934729581,1415.94445170817,0.009722127175337,0.173881975590342,63,0.980259437025296,63,0.192411214746365,63,0.046003093859798,0.050527861321143,187.40381762078,0.12962962962963,54,0.105081330271226,0.161681908827123,0.1326503928921,0.339049520304524,19.8196222065036,0.007587652560404,0.034834459441891,293561794,4,,,,0
