Campaign,TIC,ampl_rec,cstart,cstop,ed_rec,ed_rec_err,istart,istop,tstart,tstop
1,234307350,0.866467714309692,87843,87848,416.939276325427,23.973389495974,15481,15484,1349.46156857185,1349.46851299156
1,358108509,0.207709908485413,71678,71691,228.506196480595,9.72090775075451,1228,1241,1327.00981432872,1327.02786985258
1,358108509,2.43637728691101,90504,90519,1517.67584827973,8.74038566617212,18088,18103,1353.15682904014,1353.17766203019
1,389051009,0.233019590377808,75376,75394,176.137574156227,3.12405283789946,4765,4783,1332.14825988357,1332.17325984034
1,389051009,0.149756789207459,81201,81231,295.235602210234,4.41313764227662,9635,9665,1340.2384667447,1340.28013277829
1,180724005,0.883589267730713,99179,99190,387.867670053837,3.8202418962125,7853,7864,1365.20835653471,1365.22363460211
1,234307350,3.47793102264404,104122,104128,792.750397779936,13.9778371678719,11691,11697,1372.07106805735,1372.07940126559
1,29780677,0.082623720169067,115055,115058,21.9228046809619,1.5467408875946,936,939,1387.25487320525,1387.25903983416
1,29780677,0.195924043655396,128000,128005,60.0806604862251,1.81212287568895,12753,12758,1405.23382603565,1405.24077038515
1,369555560,0.180597543716431,125109,125112,49.792311715111,2.68052653096687,9921,9924,1401.22340816363,1401.22757485535
1,141306513,0.225933313369751,134304,134309,81.1222267536873,2.76227924248928,2175,2180,1413.99395872204,1414.00090328259
1,141306513,0.498590111732483,142823,142831,190.281553214477,3.12395493477016,7903,7911,1425.82598462137,1425.83709573721
1,141306513,0.204643964767456,146867,146872,69.1445534398665,2.60749123646361,11920,11925,1431.44261345863,1431.44955781383
1,278199738,0.158143281936646,150697,150700,55.4723189672424,13.5227142683898,15734,15737,1436.75550298251,1436.75966959239
1,278199738,0.208668351173401,150708,150711,61.0916616383642,13.8217967965092,15745,15748,1436.770780552,1436.77494716177
1,279482950,0.307633876800537,132727,132735,113.740569764654,4.06630266676106,632,640,1411.80282760866,1411.81393914732
1,279482950,0.89488410949707,134409,134415,254.684251734869,3.33332776124624,2278,2284,1414.13902135153,1414.14735495663
1,279482950,1.45898485183716,136554,136564,345.043244823525,3.50967317393404,4396,4404,1417.11827593096,1417.13216518898
1,293561794,0.216012597084045,135675,135680,53.1614468110259,1.4257001817247,3541,3546,1415.89861882239,1415.90556319901
1,293561794,0.042643547058106,135702,135705,14.2214755723234,1.35200800751229,3568,3571,1415.93611845651,1415.94028508211
1,293561794,0.118842005729675,144287,144302,111.764908694282,2.85743185778767,9353,9368,1427.85951470829,1427.88034744001
1,293561794,0.142221450805664,147808,147812,42.0357549123685,1.41798718812724,12861,12865,1432.74962685266,1432.75518219498
1,293561794,0.169711232185364,148029,148045,175.312129353546,2.85044678709068,13082,13098,1433.05655943561,1433.07878079278
1,293561794,0.057641983032227,148968,148971,17.5722150369856,1.31537301269182,14008,14011,1434.36067407226,1434.36484056887
1,406479664,0.107659697532654,146293,146298,48.429763133479,3.66459376098812,11357,11362,1430.64462781729,1430.65157223675
1,420001446,0.022335767745972,135484,135487,7.18419249270125,0.685614625656322,3350,3353,1415.63332748898,1415.63749416767
