Campaign,TIC,ampl_rec,cstart,cstop,ed_rec,ed_rec_err,istart,istop,total_n_valid_data_points,tstart,tstop
1,29780677,,,,,,,,,,
1,142052876,0.010764718055725098,70477.0,70481.0,4.362998615076183,0.4022027368545699,32.0,36.0,,1325.3409697787772,1325.3465252561846
1,142052876,0.015015125274658203,74161.0,74165.0,5.7731836195504425,0.40841859142742376,3579.0,3583.0,,1330.4575779634656,1330.4631334610092
1,142052876,0.02200913429260254,76823.0,76831.0,12.725781258808315,0.5498179324838758,6163.0,6171.0,,1334.1547551608842,1334.1658660919668
1,142052876,0.015628218650817868,77660.0,77684.0,37.272762330870535,1.9420612036332687,6967.0,6975.0,,1335.3172359412615,1335.3505687108752
1,142052876,0.09080636501312256,77718.0,77733.0,42.50071922719869,0.6075737269885527,7009.0,7023.0,,1335.3977901332096,1335.4186231131641
1,142052876,0.015222907066345215,78410.0,78413.0,4.381407254410032,0.3353866167116118,7697.0,7700.0,,1336.358884590056,1336.3630511827876
1,142052876,0.010120034217834473,79157.0,79164.0,7.785631400110147,0.5325570315522319,8437.0,8444.0,,1337.3963681710713,1337.4060902340034
1,167894019,0.2489699125289917,74599.0,74609.0,83.27842866816742,1.2931933392238422,4017.0,4027.0,,1331.0643664847944,1331.078255338203
1,220429097,0.19988179206848145,76760.0,76764.0,58.5496098018834,2.739215542642401,6100.0,6104.0,,1334.0666512816688,1334.072206925965
1,220429097,0.0570671558380127,77384.0,77388.0,26.00806198864257,2.9153842133467682,6717.0,6721.0,,1334.933331622554,1334.938887264609
1,234307350,,,,,,,,,,
1,259901346,,,,,,,,,,
1,280801342,,,,,,,,,,
1,303978478,,,,,,,,,,
1,358108509,0.14145374298095706,71679.0,71690.0,135.4273121954939,6.20526349810546,1229.0,1240.0,,1327.0112032152401,1327.0264809660596
1,389051009,0.2384679317474365,75376.0,75394.0,179.70735250878428,3.461819987706843,4765.0,4783.0,,1332.1482598835735,1332.1732598403378
1,401984769,,,,,,,,,,
2,7150628,,,,,,,,,,
2,29780677,,,,,,,,,,
2,34014829,,,,,,,,,,
2,77041175,,,,,,,,,,
2,142052876,0.03827226161956787,93517.0,93526.0,19.1917646519456,0.5339774338364197,2294.0,2303.0,,1357.3404832488204,1357.3529830493335
2,142052876,0.06333053112030029,96203.0,96220.0,53.81972396247958,0.8042142561803306,4945.0,4961.0,,1361.0709782750855,1361.0945889932825
2,142052876,0.21044695377349854,96696.0,96711.0,90.62054503214851,0.5203112627735879,5405.0,5420.0,,1361.7556890342114,1361.7765220164356
2,142052876,0.23888373374938965,98561.0,98582.0,130.00780040875833,0.656853508471605,7238.0,7259.0,,1364.3459217939994,1364.3750879340698
2,167894019,0.2878745794296265,92802.0,92830.0,178.8562892246614,1.9704248989186344,1594.0,1622.0,,1356.3462388876478,1356.3851278942434
2,167894019,0.08827149868011475,99466.0,99473.0,40.84563041114085,1.5090527132024871,8137.0,8144.0,,1365.6018188786431,1365.6115411094247
2,180724005,0.8748717308044434,99179.0,99188.0,367.10398976671814,3.842902173911463,7854.0,7863.0,,1365.2083565347145,1365.2208567719306
2,220429097,,,,,,,,,,
2,234307350,,,,,,,,,,
2,259901346,,,,,,,,,,
2,270218775,,,,,,,,,,
2,281668854,,,,,,,,,,
2,303978478,,,,,,,,,,
2,304392811,,,,,,,,,,
2,340703996,0.02841436862945557,94166.0,94172.0,12.971941959581372,0.6422928482858525,2936.0,2942.0,,1358.2464421671975,1358.2547757252644
2,340703996,0.5074166059494019,97099.0,97113.0,127.59069282776531,0.5940136878572881,5808.0,5822.0,,1362.3201520571995,1362.3395969224907
2,340703996,0.07795584201812744,100436.0,100439.0,16.681109158834797,0.4392078198064258,9080.0,9083.0,,1366.9549651899154,1366.9591319356539
2,358108509,,,,,,,,,,
2,401984769,,,,,,,,,,
3,29780677,0.07423603534698486,115055.0,115058.0,18.88290951640576,1.3900345117030288,936.0,939.0,,1387.254873205248,1387.2590398341638
3,29928567,0.05561494827270508,115182.0,115188.0,14.113099107383231,0.09948249542557212,1059.0,1065.0,,1387.4355177115415,1387.4438511890505
3,29928567,0.05600666999816895,116128.0,116139.0,18.663233665721414,0.12382088730287193,1987.0,1998.0,,1388.7494278753659,1388.7647058836285
3,29928567,0.024867892265319824,116792.0,116797.0,7.400994222825378,0.09475183373855108,2642.0,2647.0,,1389.6716633194349,1389.6786078581044
3,38314290,,,,,,,,,,
3,70555405,,,,,,,,,,
3,77111651,,,,,,,,,,
3,140478472,0.06079447269439697,119271.0,119275.0,15.90450274947237,0.9569494198241084,5047.0,5051.0,,1393.114098642636,1393.119654154456
3,142052876,0.014742732048034668,118491.0,118494.0,4.1152677021639406,0.37293844495684103,4305.0,4308.0,,1392.0259817995059,1392.0301483946619
3,142052876,2.211357593536377,120942.0,120949.0,1851.858072631688,0.0,6675.0,6682.0,,1395.430085674136,1395.4398076965936
3,167894019,0.1176222562789917,118408.0,118413.0,29.72599292120934,0.8923347992460637,4223.0,4228.0,,1391.9103233533222,1391.9172678595694
3,180724005,0.1938469409942627,116506.0,116510.0,53.01417043175669,2.572353919954576,2360.0,2364.0,,1389.273726862175,1389.2792823474515
3,180724005,0.0666724443435669,119468.0,119471.0,22.023002893352825,2.4480211934093434,5243.0,5246.0,,1393.387553634761,1393.391720229626
3,180724005,0.09660351276397704,120380.0,120383.0,28.25317111286985,3.2567805720327727,6147.0,6150.0,,1394.6541979992871,1394.658364591823
