c,f
162520,0.9856985
162521,1.0050974
162522,0.99039197
162523,0.9988304
162524,1.0014472
162525,1.0047715
162526,1.0119898
162527,1.0126944
162528,1.0297166
162529,1.0221481
162530,1.035702
162531,1.0225626
162532,1.0385876
162533,1.0117515
162534,1.0275408
162535,1.0286043
162536,1.0342712
162537,1.020537
162538,1.031942
162539,1.0189072
162540,1.0164757
162541,1.0083345
162542,1.0074408
162543,1.0251929
162544,1.020666
162545,1.0129896
162546,1.014256
162547,1.0077008
162548,1.0144993
162549,1.0058651
162550,1.0090057
162551,1.0033756
162552,0.995082
162553,1.0045675
162554,1.0015628
162555,1.0069253
162556,0.996149
162557,1.0063443
162558,1.0117095
162559,0.9986044
162560,1.0012321
162561,1.0016626
162562,1.0025837
162563,0.9965651
162564,1.0028312
162565,1.008929
162566,1.0040411
162567,1.0060319
