c,f
163333,1.01629
163334,1.0105317
163335,1.1018723
163336,1.0462095
163337,1.0476522
163338,1.0431622
163339,1.0277662
163340,1.0301875
163341,1.0091585
163342,1.0190456
163343,1.0270665
163344,1.0252885
163345,1.0313685
163346,1.0108211
163347,1.0120355
163348,1.0164155
163349,1.0087161
163350,0.99539053
163351,1.0137063
163352,1.0119827
163353,1.001149
163354,1.0077938
163355,0.99914813
163356,1.0178628
163357,1.0094031
163358,1.0039732
163359,0.9996353
163360,1.0236007
163361,1.0012455
163362,1.0067354
163363,1.0045606
163364,0.99445057
163365,0.9965015
163366,0.9920754
163367,1.016651
163368,0.9928529
163369,1.006136
163370,1.0165343
163371,0.9896011
163372,0.9835828
163373,1.0070679
163374,1.010362
163375,0.9951542
163376,0.99117506
163377,0.9895079
163378,0.9940926
163379,1.008382
163380,0.99209976
