c,f
148958,0.98648065
148959,0.99841934
148960,0.99458075
148961,0.9974277
148962,1.0040165
148963,0.99628145
148964,0.99359506
148965,0.9876766
148966,1.0001531
148967,1.0229536
148968,1.0445119
148969,1.0577081
148970,1.0450293
148971,1.0287508
148972,1.0278357
148973,0.99961245
148974,1.005693
148975,1.0134226
148976,1.0214756
148977,1.001042
148978,1.009921
148979,0.98219305
148980,1.0044745
148981,1.015398
148982,1.0007423
148983,0.98907876
148984,0.99123085
148985,0.9949003
148986,1.0017713
148987,0.9894188
148988,0.9951719
148989,0.9971756
148990,0.98986036
148991,0.99355364
148992,0.9862974
148993,0.99449414
148994,0.9885157
148995,0.9885287
148996,0.99257845
148997,0.9846451
148998,0.9868098
148999,0.9943606
149000,0.9949819
149001,1.0006092
149002,0.992782
149003,1.0023444
