c,f
259653,1.0184826
259654,1.0337273
259655,1.0204012
259656,1.0169312
259657,1.0129342
259658,1.0216609
259659,1.0148666
259660,1.0214916
259661,1.0255299
259662,1.0192369
259663,1.0235698
259664,1.0286218
259665,1.0209976
259666,1.0231347
259667,1.024617
259668,1.0301412
259669,1.046595
259670,1.038714
259671,1.0477698
259672,1.0491058
259673,1.0630224
259674,1.0647062
259675,1.0570476
259676,1.0888689
259677,1.0699354
259678,1.0682621
259679,1.0700351
259680,1.0653242
259681,1.064683
259682,1.0666034
259683,1.0592047
259684,1.0550317
259685,1.0627117
259686,1.0648657
259687,1.0568521
259688,1.0537206
259689,1.0496324
259690,1.045323
259691,1.0513289
259692,1.0396364
259693,1.0386169
259694,1.0430357
259695,1.0418733
259696,1.047425
259697,1.0432333
259698,1.0501758
259699,1.0386007
259700,1.0377425
259701,1.0352383
259702,1.0309833
259703,1.0355563
259704,1.0352209
259705,1.032831
259706,1.0296302
259707,1.0353253
259708,1.0303754
259709,1.0267488
259710,1.018469
259711,1.0261829
259712,1.012498
259713,1.0320939
259714,1.0126741
259715,1.0105647
259716,1.0133731
259717,1.0056888
259718,1.0051992
259719,1.0037518
259720,1.0066959
259721,1.0020466
259722,1.0041969
259723,0.9995606
259724,0.99343276
259725,0.99654955
259726,0.99137
259727,0.99277776
259728,0.99769515
259729,1.0010849
259730,0.9881146
259731,0.99940044
259732,0.9894072
259733,0.983317
259734,0.99703246
259735,0.9845937
259736,0.9922729
259737,0.9986589
259738,0.9946249
259739,1.000426
259740,0.9895919
