c,f
123540,1.000037
123541,1.0010556
123542,1.0009278
123543,1.0012914
123544,1.0008042
123545,1.0015696
123546,1.0014685
123547,1.0007575
123548,1.0009599
123549,1.0006664
123550,1.006866
123551,1.0048629
123552,1.0036647
123553,1.0023625
123554,1.0012212
123555,1.0002618
123556,1.0011058
123557,1.0047244
123558,1.0038471
123559,1.0026815
123560,1.001712
123561,1.00069
123562,1.0011
123563,1.0005527
123564,1.0003675
123565,1.0010527
123566,1.0021685
123567,1.0004833
123568,1.0004522
123569,0.999949
123570,1.0002723
123571,1.0010201
123572,0.99947
123573,1.0000939
123574,1.0004729
123575,0.9998472
123576,0.99916697
123577,1.0001546
123578,1.0017527
123579,1.0007741
123580,1.0010886
123581,1.0013875
123582,1.0005662
123583,1.000228
123584,1.0011158
