c,f
133563,0.99427307
133564,1.0034456
133565,0.98878896
133566,0.9967172
133567,1.0007987
133568,1.010329
133569,0.99440086
133570,1.0028236
133571,1.0168196
133572,1.0118184
133573,1.0205077
133574,1.0479174
133575,1.0887147
133576,1.0764691
133577,1.0618569
133578,1.0570809
133579,1.0591689
133580,1.0573671
133581,1.0465362
133582,1.0467398
133583,1.046671
133584,1.0294875
133585,1.028283
133586,1.0344601
133587,1.0170856
133588,1.02635
133589,1.0265535
133590,1.0192587
133591,1.0043534
133592,1.0094604
133593,1.0141585
133594,1.0092204
133595,1.0142376
133596,1.0020025
133597,0.9976638
133598,1.0039352
133599,1.005545
133600,0.9919972
133601,1.0028719
133602,1.0131855
133603,0.9935363
133604,1.0130342
133605,1.0033175
133606,1.0008023
133607,0.992766
