c,f
263907,1.000287
263908,0.9992766
263909,0.9995862
263910,0.9979038
263911,1.0011048
263912,0.99922204
263913,0.9978552
263914,1.0029761
263915,1.0005622
263916,0.9991267
263917,0.99967176
263918,0.99655557
263919,0.9999242
263920,0.998552
263921,0.9995138
263922,0.99893534
263923,0.99796164
263924,0.9972975
263925,0.9993127
263926,1.0016766
263927,1.0006267
263928,1.0074879
263929,1.0079234
263930,1.0082605
263931,1.0057638
263932,1.0051836
263933,1.0151677
263934,1.0241528
263935,1.0250542
263936,1.0254937
263937,1.0221958
263938,1.0205772
263939,1.0206233
263940,1.0177337
263941,1.0153769
263942,1.0176715
263943,1.0149124
263944,1.0122635
263945,1.0119944
263946,1.0104088
263947,1.0072303
263948,1.0069389
263949,1.0061775
263950,1.0027122
263951,1.0052459
263952,1.005461
263953,1.0022331
263954,1.0037533
263955,1.0000788
263956,1.0018246
263957,1.0046371
263958,1.0024452
263959,1.0016141
263960,1.0008992
263961,1.0039622
263962,1.0006667
263963,1.0026366
263964,0.9972352
263965,0.9988666
263966,1.0047787
263967,1.0011092
263968,1.0026379
263969,1.0020021
263970,1.0013491
263971,1.0026246
263972,0.99833745
263973,1.0009949
263974,1.0000429
263975,0.9998905
263976,1.0021347
263977,1.0019372
263978,0.9997954
263979,0.9976851
263980,0.99819577
263981,0.9999399
263982,0.9994646
263983,1.0017521
263984,0.99925363
263985,1.0018979
263986,0.9979363
263987,1.003671
263988,0.9989971
263989,0.99917024
263990,1.0001112
263991,1.0009689
