c,f
116117,1.0003723
116118,0.9994538
116119,0.9998347
116120,1.0008657
116121,1.0002916
116122,1.0001568
116123,0.9998342
116124,0.999815
116125,1.0002532
116126,1.0004337
116127,1.0051671
116128,1.0071911
116129,1.011222
116130,1.0596055
116131,1.0335563
116132,1.0229055
116133,1.0148635
116134,1.0114439
116135,1.0097691
116136,1.0087498
116137,1.0061907
116138,1.0054612
116139,1.005092
116140,1.0040766
116141,1.0044619
116142,1.0029105
116143,1.0041363
116144,1.0028284
116145,1.0024601
116146,1.0026337
116147,1.0012636
116148,1.0018307
116149,1.0013682
116150,1.0014448
116151,1.0009114
116152,1.0011781
116153,1.0009327
116154,1.0003173
116155,1.000642
116156,0.99985373
116157,1.001183
116158,1.000396
116159,1.0015675
116160,1.0002402
116161,1.00059
116162,0.9992892
116163,1.0012959
116164,0.99959326
116165,0.9999252
116166,1.00011
116167,1.0011526
116168,1.0006752
116169,0.99993294
116170,0.99938965
116171,0.9998686
116172,1.000493
116173,1.0001881
116174,1.0003554
116175,1.001697
