c,f
298277,0.9838553
298278,0.99461967
298279,0.9903273
298280,1.0077726
298281,0.98603064
298282,0.9914732
298283,0.9904201
298284,0.9983395
298285,0.9934588
298286,0.9922432
298287,0.9966843
298288,0.99024814
298289,0.9959198
298290,0.99393034
298291,0.9987423
298292,0.99954766
298293,0.99334556
298294,0.98973626
298295,0.9914666
298296,1.003083
298297,0.9980074
298298,0.98493445
298299,0.9949517
298300,0.99543536
298301,1.0067784
298302,0.99522734
298303,0.9993745
298304,0.9986008
298305,0.9979048
298306,0.9934657
298307,0.99774146
298308,0.9917231
298309,1.0031054
298310,0.9923912
298311,0.9933537
298312,0.9928226
298313,0.99229795
298314,1.0004088
298315,0.9851197
298316,0.9962909
298317,0.99838465
298318,0.99460006
298319,1.0005155
298320,0.9953975
298321,1.001913
298322,0.9935887
298323,0.994715
298324,0.9947723
298325,0.9878828
298326,0.9835614
298327,0.9985109
298328,0.9902889
298329,0.99962956
298330,0.9977274
298331,1.0058031
298332,0.98676604
298333,0.9963669
298334,0.9872546
298335,1.0273477
298336,1.0383979
298337,1.0215923
298338,1.0048226
298339,1.0099778
298340,1.0085855
298341,1.0116137
298342,0.9942882
298343,1.0049319
298344,1.0040479
298345,1.0128716
298346,1.0078337
298347,1.0142102
298348,1.0127003
298349,1.0180624
298350,1.0048769
298351,1.0138848
298352,1.027563
298353,1.0265818
298354,1.0221764
298355,1.0201577
298356,1.0417722
298357,1.0307823
298358,1.0243741
298359,1.0362756
298360,1.0422161
298361,1.0371244
298362,1.0378541
298363,1.0483786
298364,1.045943
298365,1.047975
298366,1.0539377
298367,1.0480827
298368,1.0517288
298369,1.0530771
298370,1.0481697
298371,1.0550003
298372,1.0581273
298373,1.0534228
298374,1.0583835
298375,1.0564647
298376,1.0614429
298377,1.0544926
298378,1.0573517
298379,1.0585623
298380,1.0518217
298381,1.0527433
298382,1.0560068
298383,1.0593269
298384,1.0588565
298385,1.054997
298386,1.0571887
298387,1.0489597
298388,1.0509297
298389,1.0629011
298390,1.0533619
298391,1.0767766
298392,1.0542415
298393,1.0593985
298394,1.0529348
298395,1.0516984
298396,1.0535945
298397,1.0546356
298398,1.0545933
298399,1.0654597
298400,1.0575615
298401,1.0720594
298402,1.0547267
298403,1.0551095
298404,1.059989
298405,1.0447335
298406,1.0505373
298407,1.0523279
298408,1.051742
298409,1.0375876
298410,1.0453944
298411,1.0439079
298412,1.0421453
298413,1.0452138
298414,1.0404164
298415,1.0356864
298416,1.0298291
298417,1.0221338
298418,1.0303779
298419,1.0368164
298420,1.0344754
298421,1.017331
298422,1.0220269
298423,1.0280327
298424,1.0258269
298425,1.031264
298426,1.0253361
298427,1.0136966
298428,1.0252208
298429,1.0165417
298430,1.0177591
298431,1.0080503
298432,1.0204875
298433,1.0131379
298434,1.0152847
298435,1.0137225
298436,1.0344499
298437,1.0128205
298438,1.0068135
298439,1.0077924
298440,1.0092603
298441,1.0033302
298442,1.0052234
298443,1.0108304
298444,1.0003172
298445,0.99588364
298446,0.99440324
298447,1.004579
298448,1.0009546
298449,0.996412
298450,0.9945338
298451,0.9957526
298452,1.0024129
298453,0.9910753
298454,0.99143046
298455,0.98959297
298456,0.9938534
298457,1.0024307
298458,0.99315435
298459,0.9908997
298460,0.99067
298461,0.9884824
298462,0.99156344
298463,0.99344647
298464,0.99031514
298465,0.9852067
298466,0.9956564
298467,0.98727417
298468,0.9899218
298469,0.98797464
298470,0.99633914
298471,0.99272174
298472,0.9939308
298473,0.9906629
298474,0.9786332
298475,0.98815453
298476,0.98599315
298477,0.9913191
298478,0.99248475
298479,0.98351496
298480,0.9877276
298481,0.98657167
298482,0.98956364
298483,0.988027
298484,0.9911373
298485,0.9895679
298486,0.98717415
298487,0.9836877
298488,0.9895978
298489,0.97954446
298490,0.9831513
298491,0.99143857
298492,0.9883153
298493,0.9888462
298494,0.99451023
298495,0.98807985
298496,0.9999468
298497,0.9908104
298498,0.99341244
298499,0.99904376
298500,0.9952876
298501,0.98854625
298502,0.99603236
298503,0.9960779
298504,1.002698
298505,0.99070305
298506,0.99531907
298507,0.9931917
298508,0.9982737
298509,0.9967225
298510,0.9969439
298511,0.99300885
298512,1.0044004
298513,1.0062877
298514,1.0035906
298515,1.0073934
298516,1.0005444
298517,0.9962679
298518,1.00229
298519,1.0041933
298520,0.99565154
298521,1.0026493
298522,1.0041126
298523,0.99951196
298524,1.0034524
298525,1.0037988
298526,1.009822
298527,1.0044876
298528,1.007667
298529,0.9983602
298530,1.0059487
298531,1.0086255
298532,1.001194
298533,1.0044725
298534,1.0112891
298535,1.0065085
298536,1.0024071
298537,0.9993112
298538,1.0064074
298539,1.0105919
298540,0.99997747
298541,1.0155059
298542,1.0047208
298543,1.0053897
298544,1.0087522
298545,1.014274
298546,1.0077904
298547,0.99284816
298548,1.0064944
298549,1.0056602
298550,1.0003786
298551,1.0084223
298552,1.0036803
298553,1.0160419
298554,1.0000142
298555,1.0108265
298556,0.9996628
298557,1.0028789
298558,1.0010741
298559,0.9967329
298560,1.0116551
298561,1.0056676
298562,1.0032116
298563,1.001107
298564,1.0126581
298565,0.99811184
298566,1.0064654
298567,1.0018185
298568,1.0026388
298569,0.9991404
298570,1.0045196
298571,0.9943512
298572,1.0084994
298573,1.0012131
298574,1.0076778
298575,1.0002149
298576,1.0023255
298577,0.99811167
