c,f
281392,1.000387
281393,0.99960995
281394,1.0000305
281395,1.0004138
281396,0.99981076
281397,1.0003347
281398,0.9997883
281399,1.0005591
281400,1.0367258
281401,1.0192302
281402,1.0105448
281403,1.0076363
281404,1.00663
281405,1.0077558
281406,1.0077927
281407,1.0074742
281408,1.0059788
281409,1.0046079
281410,1.0060558
281411,1.0042096
281412,1.0045407
281413,1.0039525
281414,1.004868
281415,1.0045174
281416,1.0043163
281417,1.0035076
281418,1.0049064
281419,1.003661
281420,1.0041734
281421,1.0029687
281422,1.0022535
281423,1.0028774
281424,1.0033324
