c,f
259149,0.9989925
259150,0.9969047
259151,0.9953438
259152,1.0013204
259153,1.0001165
259154,0.9988003
259155,0.99739677
259156,0.9998691
259157,0.9952297
259158,0.9981
259159,0.99728644
259160,0.99668515
259161,0.99937147
259162,0.9984299
259163,0.9976298
259164,0.9991133
259165,0.99922156
259166,1.0004528
259167,0.99912727
259168,1.0013427
259169,1.0005085
259170,1.0069965
259171,1.0092824
259172,1.0056077
259173,1.005835
259174,1.0029846
259175,1.0032002
259176,1.0025665
259177,1.000787
259178,1.001666
259179,1.0023271
259180,0.99863225
259181,1.0034145
259182,1.0008235
259183,1.0013771
259184,1.003267
259185,1.0033578
259186,1.0033717
259187,1.0018783
259188,1.0056506
259189,1.0027725
259190,1.0005594
259191,1.0055636
259192,1.0040612
259193,1.0018418
259194,1.0002215
259195,1.0029548
259196,1.004087
259197,1.0029337
259198,1.0036913
259199,1.0059757
259200,1.006908
259201,1.0071958
259202,1.0068517
259203,1.0050428
259204,1.0061126
259205,1.0089225
259206,1.0055437
259207,1.0013539
259208,1.0039296
259209,1.0048088
259210,1.0026621
259211,1.004379
259212,1.0013262
259213,1.0008706
259214,1.0049636
259215,1.0009869
259216,1.0009235
259217,1.0048684
259218,0.99932027
259219,1.0004461
259220,1.0024518
259221,0.99734163
259222,1.0016359
259223,1.0051739
259224,1.0014269
259225,1.0026064
259226,1.0050545
259227,1.0021088
259228,0.9970732
259229,1.0030066
259230,1.0006675
259231,1.00218
259232,1.0030088
259233,0.99893993
259234,0.9986639
259235,0.9998664
259236,0.9998043
259237,1.0002271
259238,0.9975856
259239,1.0005766
259240,0.9992398
259241,0.99983805
259242,1.0005522
259243,1.0007523
259244,0.99970895
259245,0.9997966
259246,0.9990254
259247,0.9967552
259248,1.0031185
259249,0.99971
259250,1.0030934
259251,0.99788284
259252,1.0015477
259253,0.99987024
259254,0.9994522
259255,1.0004915
259256,1.0021065
259257,0.997482
259258,1.0034565
259259,0.9974873
259260,0.9993188
259261,0.9963481
259262,1.0009369
259263,1.0006994
259264,0.9984571
259265,1.0009041
259266,1.0001097
259267,1.0021971
259268,0.9971306
259269,1.0006667
259270,0.9980721
259271,1.0008109
259272,0.99904037
259273,1.0004171
259274,1.0033454
259275,0.99959475
259276,1.0004672
259277,0.99996257
259278,0.9982983
259279,0.99917495
259280,1.0015332
259281,1.0007275
259282,1.0016439
259283,0.99835515
259284,0.9967747
259285,1.0021381
259286,0.9979805
259287,0.9979065
