c,f
240986,0.9999933
240987,0.9980946
240988,1.0003002
240989,0.9998022
240990,0.99617094
240991,1.0005405
240992,1.0010529
240993,1.0001217
240994,0.9982308
240995,0.9956667
240996,1.0010713
240997,0.9943345
240998,0.99427575
240999,0.99929076
241000,0.9999528
241001,0.9961281
241002,0.9942603
241003,1.0019448
241004,1.0058236
241005,1.0045707
241006,1.0007383
241007,0.9957658
241008,0.9943022
241009,0.9941148
241010,0.9965116
241011,0.99736214
241012,0.9937804
241013,0.9973089
241014,0.9967333
241015,0.99953616
241016,0.9979283
241017,0.99936736
241018,0.9987543
241019,0.998011
241020,0.9945862
241021,0.9921682
241022,1.0008277
241023,0.9975004
241024,0.9962043
241025,0.99228084
241026,0.99457145
241027,0.99437463
241028,0.9965154
241029,0.99616456
241030,0.9961563
241031,1.0005832
241032,1.0010386
241033,1.0032414
241034,1.0007647
241035,1.0032736
241036,1.0139462
241037,1.021055
241038,1.0193585
241039,1.020436
241040,1.0229839
241041,1.026298
241042,1.0219866
241043,1.0214674
241044,1.0113572
241045,1.0090737
241046,1.0122373
241047,1.0099587
241048,1.005659
241049,1.0143571
241050,1.0114481
241051,1.0097173
241052,1.011559
241053,1.0135198
241054,1.0114156
241055,1.0115149
241056,1.0074025
241057,1.0090722
241058,1.0103897
241059,1.0089377
241060,1.0087184
241061,1.0096475
241062,1.0051435
241063,1.0054743
241064,1.00912
241065,1.0052623
241066,1.0034933
241067,1.0012413
241068,1.006202
241069,1.0033221
241070,1.0060793
241071,1.0024636
241072,1.0012766
241073,1.0081342
241074,1.0028398
241075,1.0070118
241076,1.0031629
241077,1.0006132
241078,1.0029848
241079,0.9999802
241080,1.0043595
241081,1.0012879
241082,1.0031874
241083,1.0025796
241084,1.0020498
241085,1.0025083
241086,1.0044347
241087,1.0053816
241088,1.0040627
241089,0.99744815
241090,1.0008922
241091,0.99950355
241092,0.9982131
241093,1.0011178
241094,0.99975985
241095,1.0006946
241096,1.0022373
241097,0.9953849
241098,0.9983677
241099,0.998304
241100,1.0033729
241101,0.9973513
241102,0.99832815
241103,0.9998285
241104,0.99875355
241105,1.0020012
241106,0.9964032
241107,0.997402
241108,1.0014496
241109,1.004659
241110,0.99422663
241111,0.99301416
241112,0.9995464
241113,1.0042368
241114,1.0002557
241115,0.9987668
241116,0.9973086
241117,1.0046713
241118,0.9998659
241119,1.0032196
241120,1.0007983
241121,0.99779594
241122,1.0052242
241123,1.0026397
241124,1.0035434
241125,1.001397
241126,1.0027354
241127,1.000226
241128,1.0063095
241129,1.0053468
241130,0.99691164
241131,0.9957178
241132,1.0006877
241133,1.0031778
241134,1.0023735
241135,0.99904716
241136,1.0035081
241137,0.99448794
241138,1.0005225
241139,0.9988715
241140,0.9982182
241141,0.9973388
241142,1.0015104
