c,f
71668,0.9940801
71669,1.0256345
71670,0.99681425
71671,0.98461926
71672,0.9936981
71673,0.9919371
71674,1.0021976
71675,1.0306233
71676,1.0179883
71677,1.0262341
71678,1.0577924
71679,1.0920283
71680,1.120408
71681,1.1492065
71682,1.1171788
71683,1.114023
71684,1.0848753
71685,1.1105089
71686,1.1327989
71687,1.0857384
71688,1.0958378
71689,1.1090978
71690,1.0605778
71691,1.0529431
71692,1.0744021
71693,1.059025
71694,1.0473307
71695,1.0658655
71696,1.039862
71697,1.0381312
71698,1.0465951
71699,1.0326216
71700,1.0312643
71701,1.0500736
71702,1.0375566
71703,1.0594939
71704,1.021185
71705,1.0235025
71706,1.035318
71707,1.0348562
71708,1.0147152
71709,1.006451
71710,1.0191538
71711,1.004035
71712,0.99414384
71713,1.0030249
71714,1.0106378
71716,1.0248011
71717,1.0353326
71718,1.0073794
71719,1.0166513
71720,0.9964078
71721,1.0176467
