c,f
96186,1.0008137
96187,0.9951779
96188,1.003325
96190,0.99391216
96191,1.0002394
96192,0.99548066
96193,1.003705
96194,0.99921346
96195,0.9981221
96196,1.0025847
96197,1.001876
96198,1.00445
96199,0.995884
96200,1.0057789
96201,1.0042434
96202,1.0057027
96203,1.0623709
96204,1.0339326
96205,1.0293701
96207,1.0286019
96208,1.0298301
96209,1.0264053
96210,1.0282475
96211,1.0234526
96212,1.0235384
96213,1.0231534
96214,1.0157717
96215,1.0217127
96216,1.0137316
96217,1.0150372
96218,1.0114094
96219,1.0165188
96220,1.0050967
96221,1.0088825
96222,1.009165
96223,1.0021068
96224,1.0093845
96225,1.00621
96227,0.9981158
96229,1.0019634
96230,1.001077
96231,1.0097061
96232,1.0031924
96233,1.0009034
96234,1.0071551
96235,1.002167
96236,0.99870396
96237,1.0044391
96238,1.0018063
96239,1.0046166
96240,0.9984932
96241,1.0043553
96242,1.0015676
96243,1.0045336
96244,1.0013708
96245,0.9977861
96246,1.0043015
96247,0.99900293
96248,1.0010275
96249,0.9987238
96250,1.0029658
96251,0.99983805
96252,1.0029752
96253,0.99915373
96254,1.0030909
