c,f
122507,1.0009558
122508,1.0010664
122509,1.000622
122510,1.0008826
122511,1.0003191
122512,1.0006663
122513,1.0015811
122514,1.0044048
122515,1.0035414
122516,1.0024886
122517,1.0081028
122518,1.004989
122519,1.0032881
122520,1.0030843
122521,1.0031667
122522,1.0033644
122523,1.0028285
122524,1.0028166
122525,1.001441
122526,1.0023288
122527,1.0025461
122528,1.0013949
122529,1.000938
122530,1.001765
122531,1.001534
122532,1.0008193
122533,1.0008847
122534,1.0002576
122535,1.0003206
122536,1.0008879
122537,1.0116144
122538,1.0103241
122539,1.0043015
122540,1.0027263
122541,1.0020536
122542,1.0016848
122543,1.0017649
122544,1.0018712
122545,1.0032778
122546,1.0020512
122547,1.0014265
122548,1.0015085
122549,1.0015026
122550,1.0012892
122551,1.0007864
122552,1.0015208
122553,1.0024983
