c,f
211456,1.0027481
211457,1.0031589
211458,0.99841994
211459,1.0017531
211460,0.99890506
211461,0.99630415
211462,1.0030589
211463,0.99783564
211464,0.9983386
211465,1.001433
211466,1.0406326
211467,1.034324
211468,1.0165292
211469,1.0132085
211470,1.0133967
211471,1.0099388
211472,1.0084898
211473,1.0073892
211474,1.003998
211475,1.0053537
211476,1.0039581
211477,1.0001998
211478,1.0038333
211479,1.0028507
211480,1.0011876
211481,1.0027052
211482,1.001343
211483,1.0014181
211484,0.9984128
211485,1.0019546
211486,1.0003726
211487,1.0002943
211488,0.99836814
211489,0.9998972
211490,0.99815863
211491,0.9987215
211492,0.99834365
211493,0.9973898
211494,1.0014393
211495,1.0004736
211496,0.9989151
211497,1.0012599
211498,0.99783766
211499,0.999248
211500,0.99801135
211501,1.0022851
211502,0.99946916
