c,f
262209,1.0031762
262210,1.002728
262211,1.0008746
262212,1.0028397
262213,1.0029646
262214,1.0006354
262215,1.0003062
262216,1.0003438
262217,0.99876386
262218,0.9982394
262219,0.9991317
262220,0.9994882
262221,1.1227723
262222,1.1741633
262223,1.0890948
262224,1.0513722
262225,1.0343289
262226,1.0276777
262227,1.0244038
262228,1.0252724
262229,1.0148783
262230,1.0154004
262231,1.0127201
262232,1.0145879
262233,1.0061669
262234,1.0088017
262235,1.0068018
262236,1.0078365
262237,1.0084499
262238,1.0062885
262239,1.0043867
262240,1.0050596
262241,1.0060128
262242,1.0011346
262243,1.0031058
262244,0.9976047
262245,1.0029076
262246,1.0025645
262247,1.0001128
262248,1.0010358
262249,1.0035775
262250,1.0008916
262251,0.9988189
262252,0.999148
262253,1.0014011
262254,0.99835974
262255,1.0028752
262256,1.0015066
262257,0.9987902
