c,f
196971,0.9858796
196972,0.9906708
196973,1.001726
196974,0.99533564
196975,1.0043195
196976,0.9986394
196977,1.0007559
196978,0.9998031
196979,1.0035666
196980,1.0121986
196981,1.1411663
196982,1.1619177
196983,1.0961146
196991,1.0141829
196992,1.0107336
196993,1.0120692
196994,1.0062231
196995,1.0105824
196996,1.0151669
196997,1.0170335
196998,1.0112326
196999,1.0093976
197000,1.0114958
197001,1.0059347
197002,1.0073245
197003,1.0145895
197004,1.0065887
197005,1.0039555
197006,1.0155988
197007,1.0055047
197008,1.010041
197009,1.0033041
197010,1.0049484
197011,1.0030749
