c,f
299015,1.0025314
299016,1.0047417
299017,1.0021663
299018,1.0026344
299019,1.005036
299020,1.0038915
299021,1.0006528
299022,1.001705
299023,1.0014945
299024,1.0009189
299025,1.0065109
299026,1.0048897
299027,1.0046992
299028,1.0039866
299029,1.0008154
299030,0.9976194
299031,0.9990439
299032,0.99573994
299033,1.0018573
299034,0.99916816
299035,1.0008175
299036,0.99621916
299037,0.998032
299038,0.9990463
299039,1.0002704
299040,0.9999422
299041,0.9975658
299042,0.99578375
299043,1.0012901
299044,0.99847174
299045,1.0008348
299046,1.0004064
299047,1.0033126
299048,0.998179
299049,1.0030316
299050,0.99604553
299051,1.0051214
299052,1.0026644
299053,1.002122
299054,0.9999028
299055,1.0009621
299056,0.99794924
299057,1.0040139
299058,0.99941915
299059,1.0005637
