c,f
247759,0.99576145
247760,0.99207455
247761,1.0011556
247762,1.001887
247763,1.0024987
247764,1.0045036
247765,1.003487
247766,1.0098712
247767,1.0007461
247768,1.0057536
247769,1.0717603
247770,1.0895271
247771,1.081564
247772,1.0718067
247773,1.0579422
247774,1.0455195
247775,1.0326008
247776,1.0206163
247777,1.0237826
247778,1.0096823
247779,1.0123384
247780,1.0058947
247781,1.0004742
247782,1.0097699
247783,1.0085416
247784,1.0140376
247785,1.0046471
247786,1.001195
247787,0.9995816
247788,1.0084894
247789,1.0065665
247790,0.9987102
247791,1.0051047
247792,1.0049244
247793,1.0013038
247794,0.9994188
247795,1.0032986
247796,1.0016495
247797,0.9899453
247798,0.9948795
247799,1.00036
247800,1.008584
247801,0.99918437
247802,0.9847978
247803,1.0114999
247804,1.00146
247805,1.0039809
247806,1.0010132
247807,1.0007131
247808,1.0029553
