c,f
159125,1.0007683
159126,1.0104758
159127,0.9954749
159128,0.988569
159129,0.9791054
159130,0.9964128
159131,0.99839854
159132,0.99509543
159133,0.99154663
159134,1.3016676
159135,1.431838
159136,1.1803492
159137,1.1344903
159138,1.086958
159139,1.0664704
159140,1.0743705
159141,1.040248
159142,1.0348173
159143,1.0189555
159144,1.0202879
159145,1.0138516
159146,1.0115916
159147,1.0004456
159148,0.9943805
159149,1.0194997
159150,1.0162866
159151,1.0104347
159152,1.0069394
159153,0.9959503
159154,1.0120028
159155,1.0242869
159156,1.0083827
159157,0.99874717
159158,0.99709564
159159,0.9977486
159160,0.9955118
159161,1.0007471
