c,f
289254,1.0026778
289255,0.9982184
289256,0.9973263
289257,1.0017594
289258,0.9992883
289259,1.0027523
289260,0.99969953
289261,1.0003049
289262,1.0013828
289263,1.0029087
289264,1.0033941
289265,1.0290978
289266,1.0244087
289267,1.0154401
289268,1.0131098
289269,1.0103433
289270,1.0103508
289271,1.0075634
289272,1.0132637
289273,1.0103225
289274,1.008351
289275,1.0076717
289276,1.0030074
289277,1.0059528
289278,1.0077279
289279,1.0031451
289280,1.0051186
289281,1.0051495
289282,1.0062741
289283,1.001224
289284,1.0082703
289285,1.0052749
289286,1.0044885
289287,1.0051247
289288,1.0049815
289289,1.000282
289290,1.0059493
289291,1.0050814
289292,1.0042373
289293,1.0022147
289294,1.0050855
289295,1.0089048
289296,1.0046924
289297,1.003853
289298,1.0061593
