c,f
124595,1.0007727
124596,0.98420084
124597,0.9985919
124598,1.0074029
124599,1.022665
124600,0.9835113
124601,0.98461896
124602,0.99263096
124603,0.9960476
124604,0.99771166
124605,0.99998194
124606,1.0343742
124607,1.018458
124608,0.98867506
124609,1.013553
124610,0.995656
124611,0.9955388
124612,1.0028205
124613,1.0194949
124614,0.9890813
124615,1.0130887
124616,1.0083098
124617,0.99650544
124618,0.99902934
124619,0.99335676
124620,0.9928193
124621,1.0009905
124622,0.97741896
124623,0.9963623
124624,0.9777302
124625,0.9836652
124626,1.0098866
124627,0.9857837
124628,1.0081024
124629,0.98768663
124630,0.98232055
124631,0.9901033
124632,0.9883085
124633,1.0306337
124634,0.9970368
124635,0.99497634
124636,0.99481434
124637,1.0099102
124638,0.98513854
124639,1.0055541
124640,0.99724716
124641,0.9914608
124642,0.99712145
124643,1.036398
124644,0.99731
124645,1.0251262
124646,1.1448485
124647,1.0663011
124648,1.045483
124649,1.018482
124650,1.0349169
124651,1.0020064
124652,1.0083067
124653,1.0433081
124654,1.0368088
124655,1.0200679
124656,1.0161761
124657,1.0123675
124658,1.0449585
124659,1.0440905
124660,1.039162
124661,1.0506756
124662,1.0370274
124663,1.0374628
124664,1.0575047
124665,1.0479858
124666,1.0284863
124667,1.0273391
124668,1.0386224
124669,1.0493484
124670,1.0222695
124671,1.0320793
124672,1.0603075
124673,1.0239531
124675,1.0308828
124676,1.0361407
124677,1.031059
124678,1.0181159
124679,1.0030311
124680,1.0099237
124681,1.0083499
124682,1.0173283
124683,1.0221208
124684,1.0159018
124685,1.0004089
124686,0.9832009
124687,0.99708205
124688,0.99591
124689,1.0054622
124690,0.9957377
124691,1.0114589
124692,1.0149843
124693,0.9807921
124695,0.98501766
124696,1.0088956
124697,0.98794734
124698,1.0181952
124699,1.0095122
124700,1.0100685
124702,1.0156118
124703,1.001755
124706,1.0001683
124707,0.9823215
124708,1.0225854
124709,1.0053445
124710,0.9845808
124711,0.9905575
124713,1.0022539
124714,0.99883485
124715,0.9970013
124716,0.97863585
124717,1.0127493
124718,0.9909343
124719,1.0006406
124720,0.9919658
124721,1.0111582
124722,0.99257904
124723,1.010629
124726,1.014523
124727,0.98253775
124729,0.99253964
