c,f
136251,1.0032142
136252,1.0005752
136253,0.9983279
136254,0.9953154
136255,1.00063
136256,0.9994684
136257,0.9985648
136258,1.0034193
136259,0.9965577
136260,0.99852544
136261,1.003847
136262,0.9998026
136263,1.001376
136264,1.0001348
136265,1.0029372
136266,1.0173327
136267,1.0083516
136268,1.0077063
136269,1.0074139
136270,1.0129482
136271,1.0082868
136272,1.008485
136273,1.008721
136274,1.0118301
136275,1.0110762
136276,1.014148
136277,1.011116
136278,1.011481
136279,1.010971
136280,1.007726
136281,1.0070815
136282,1.0068997
136283,1.0057627
136284,1.0064377
136285,1.0012393
136286,1.0069525
136287,1.0027894
136288,1.0013994
136289,1.0067791
136290,1.001316
136291,1.0012485
136292,1.0028225
136293,1.0026287
136294,1.0013039
136295,1.0013496
136296,0.99816597
136297,1.002274
136298,1.0006007
136299,0.9998224
136300,1.000979
136301,0.99924135
136302,0.9991282
136303,1.0027006
136304,1.0031126
136305,1.001079
136306,1.000739
136307,1.0017216
136308,1.0017654
136309,1.0032125
136310,1.0039302
136311,1.0029126
