c,f
168620,1.0055451
168621,0.99813247
168622,0.9918611
168623,0.9987384
168624,0.98833776
168625,0.99906
168626,0.99542505
168627,0.9948975
168628,1.0043887
168629,1.1507462
168630,1.3301373
168631,1.1396271
168632,1.0702498
168633,1.0585185
168634,1.0395747
168635,1.0264097
168636,1.0326543
168637,1.0306323
168638,1.0102155
168639,1.0156428
168640,1.0179282
168641,1.0093321
168642,1.0103586
168643,1.0060631
168644,1.0046166
168645,1.0070745
168646,1.0085291
168647,1.0120009
168648,1.0014036
168649,1.0032371
168650,1.004792
168651,0.99637055
168652,1.00075
168653,1.0074751
168654,1.0005317
168655,0.99935484
168656,1.0025033
