c,f
184197,1.00002
184198,0.99691546
184199,0.99947107
184200,0.99675566
184201,0.99717396
184202,0.99832946
184203,0.9995744
184204,0.99827987
184205,0.99808866
184206,1.0034747
184207,1.0442467
184208,1.0105555
184209,1.0099645
184210,1.006088
184211,1.0068282
184212,1.0072143
184213,0.9982669
184214,1.0034636
184215,1.0023261
184216,1.0045927
184217,1.0005397
184218,1.0004687
184219,0.9993027
184220,1.000578
184221,1.0016669
184222,0.99926287
184223,1.000377
184224,0.9953595
184225,1.0015906
184226,1.0012722
184227,1.0001425
184228,0.9992879
184229,1.0002605
184230,1.001547
184231,0.99464417
184232,0.9992471
184233,1.0016289
184234,0.9972671
184235,1.0019217
184236,0.99969655
184237,0.9988243
184238,0.9974794
184239,1.0010338
184240,1.002195
