c,f
316471,1.0010346
316472,1.0020641
316473,0.9999803
316474,1.00095
316475,1.0004157
316476,0.99813265
316477,1.0005233
316478,1.0014797
316479,1.0065091
316480,1.0048378
316481,1.0112596
316482,1.0657151
316483,1.037897
316484,1.0271709
316485,1.0212493
316486,1.017325
316487,1.013583
316488,1.0130303
316489,1.0092794
316490,1.0109235
316491,1.0082318
316492,1.0068479
316493,1.001448
316494,1.0010266
316495,1.0042278
316496,1.004597
316497,1.0035536
316498,1.0012912
316499,1.0007792
316500,1.0038203
316501,0.99964404
316502,1.0003757
316503,1.0004195
316504,1.0009186
316505,1.0000303
316506,1.0007578
316507,1.0029585
316508,1.0008117
316509,0.99938625
316510,1.0000491
316511,0.999771
316512,1.0003229
316513,0.99940795
316514,1.0017012
316515,0.9978305
316516,1.0016106
316517,0.9998196
316518,1.0004194
316519,0.9986756
