c,f
136539,0.9963221
136540,1.0083367
136541,1.0130469
136542,0.9908764
136543,0.9935628
136544,0.9879133
136545,1.0122218
136546,1.0222204
136547,1.0140115
136548,1.0277319
136549,1.035145
136550,1.0143809
136551,1.0331837
136552,0.982432
136553,1.0004861
136554,2.554706
136555,1.370388
136556,1.2129351
136557,1.1932243
136559,1.1306647
136560,1.1246872
136561,1.0826178
136562,1.0709983
136564,1.0583353
136566,1.0728122
136567,1.0704236
136568,1.0742935
136569,1.079818
136570,1.0226026
136572,1.0384701
136573,1.018279
136574,1.0196204
136577,1.016721
136578,1.0239229
136579,1.0288763
136580,1.0188073
136581,1.0108458
136582,1.0240512
136583,1.0153143
136584,1.0447702
136585,1.0097945
136586,1.0193195
136587,1.0079681
136588,1.011278
136589,1.00907
136590,1.0114597
136591,0.9899945
136592,0.99835503
136593,1.014271
136594,1.0152149
136595,1.0114803
136596,1.0240172
136597,0.99980515
136598,0.9915443
136599,1.019042
136601,1.0377092
