c,f
80972,1.0013345
80973,1.0015031
80974,1.0029662
80975,0.9968295
80976,0.99476004
80977,1.0352497
80978,1.0149459
80979,1.0118209
80980,1.0351597
80981,1.097646
80982,1.0960109
80983,1.0706798
80984,1.0460386
80985,1.0324415
80986,1.0283529
80987,1.0236777
80988,1.0145544
80989,1.0016794
80990,1.0134307
80991,1.0095726
80992,1.0158905
80993,1.0186797
80994,1.0071748
80995,1.006627
80996,1.004926
80997,1.0105059
80998,0.99893355
80999,0.9976546
81000,1.0070944
81001,1.0097488
81002,1.0005993
81003,1.00838
81004,1.001323
