c,f
215606,0.9716339
215607,0.99952495
215608,1.0101902
215609,1.0563836
215610,1.010012
215611,1.0011759
215612,0.9803938
215613,1.0107008
215614,0.98545396
215615,1.0161484
215616,1.1037344
215617,1.2953628
215618,1.0648811
215619,1.0848689
215620,1.0642223
215621,1.0372689
215622,1.0946962
215623,1.0486422
215624,1.0362883
215625,1.0318264
215626,1.0042511
215627,1.0495483
215628,1.1075319
215629,1.0224828
215630,0.9867242
215631,1.0057236
215632,1.0156178
215633,1.0342258
215634,1.0215646
215635,1.0170138
215636,1.0389326
215637,0.9933414
215638,1.0698612
215639,1.0269214
215640,0.9655121
215641,1.0126787
215642,0.9979903
215643,1.0236855
215644,0.98576933
215645,0.9999614
215646,1.0369463
215647,0.9890574
215648,0.99221236
215649,0.97622854
215650,0.96659046
215651,1.0017524
