c,f
115531,1.0006716
115532,1.0053403
115533,1.0050966
115534,1.0046209
115535,1.0024209
115536,1.003011
115537,1.0028903
115538,1.0027841
115540,1.0029607
115541,1.0027373
115542,1.0035509
115543,1.0033474
115544,1.0030711
115545,1.0035458
115546,1.003915
115547,1.0041498
115548,1.0048099
115549,1.0048643
115550,1.0044867
115551,1.003649
115552,1.0034806
115553,1.0026033
115554,1.002499
115555,1.0018653
115556,1.00202
115557,1.0022658
115558,1.0018388
115559,1.0016793
115560,1.0016471
115561,1.0003797
115562,1.0007628
115563,1.000079
115564,1.0006709
115565,1.0003991
115566,1.0002757
115567,0.9999665
115568,1.0008043
115569,1.001554
115570,1.0009867
115571,1.0007713
115572,1.0010078
115573,1.0011991
115574,1.0007327
115575,1.0008849
115576,1.0003338
115577,1.0006918
115578,0.99989414
115579,1.0008644
115580,1.0007731
115581,0.9998728
115582,1.0003462
115583,1.000318
115584,0.9998727
115585,1.000303
115586,0.99982554
115587,1.0001472
115588,0.9994174
115589,0.9992335
115590,0.9998574
115591,0.99857515
