c,f
167631,1.0030569
167632,1.0004478
167633,0.99596137
167634,0.996568
167635,1.0027311
167636,1.0010241
167637,1.0000844
167638,0.9977079
167639,0.9998538
167640,1.0001876
167641,0.99873567
167642,0.9998385
167643,1.0281606
167644,1.0289353
167645,1.0275505
167646,1.0161515
167647,1.015371
167648,1.0113641
167649,1.0117328
167650,1.0102785
167651,1.0051097
167652,1.0064373
167653,1.0073338
167654,1.0035284
167655,1.0017887
167656,1.002192
167657,1.0009366
167658,1.0028174
167659,1.001245
167660,1.0020528
167661,1.002202
167662,0.9994659
167663,1.0038221
167664,1.0065815
167665,0.99915063
167666,1.0007055
167667,1.0034617
167668,1.0014068
167669,1.0036507
167670,1.0013211
167671,0.9972818
167672,0.99978435
167673,1.0017979
167674,1.0034803
167675,1.0001823
167676,1.0010428
167677,1.0003055
167678,0.9995089
167679,0.9976383
