c,f
287104,1.0008518
287105,1.0065473
287106,1.0007732
287107,1.0017079
287108,0.99957216
287109,1.000503
287110,1.0023661
287111,1.0050008
287112,0.9985251
287113,0.99644303
287114,1.0368431
287115,1.0591351
287116,1.0290602
287117,1.0171396
287118,1.0129523
287119,1.0077957
287120,1.0077612
287121,1.0049982
287122,1.0103817
287123,1.0035936
287124,1.0055976
287125,1.0036454
287126,1.0066627
287127,1.0063791
287128,1.005103
287129,1.0027246
287130,0.99904066
287131,1.0027022
287132,1.0009658
287133,1.0011203
287134,1.0024879
287135,1.0022206
287136,1.0023799
287137,1.0016512
287138,1.0009303
287139,0.9987463
287140,0.9977224
287141,0.9996695
287142,0.99980193
287143,0.99939406
287144,0.99659455
287145,0.99642116
287146,0.9973624
287147,0.9988762
287148,0.9996452
287149,1.0000861
287150,1.0002639
287151,0.9979141
