c,f
118398,1.0013436
118399,0.9992379
118400,0.995684
118401,1.010242
118402,0.99238545
118403,0.99413055
118404,1.0011396
118405,1.0058147
118406,1.0052145
118407,1.0003098
118408,1.1184415
118409,1.065897
118410,1.028152
118411,1.0177594
118412,1.0210876
118413,1.0129896
118414,1.0136304
118415,0.99966806
118416,1.0177914
118417,1.0208182
118419,1.0105071
118420,1.0103598
118421,1.0005422
118422,1.0031464
118423,0.99771416
118424,1.0097944
118425,0.9987544
118426,0.99823
118427,1.0054691
118428,1.0054433
118429,0.99574566
118430,0.99693906
118431,0.997624
118432,1.0009766
118433,1.0014207
118434,0.9953952
118435,1.0125033
118436,1.0126365
118437,1.007326
118438,0.9954303
118439,1.0071336
118440,1.0050069
118441,0.99158174
