c,f
115896,0.9994875
115897,0.99958205
115898,0.9997524
115899,1.0006021
115900,1.0004694
115901,1.0010232
115902,1.000811
115903,1.0004342
115904,1.0008951
115905,1.0010695
115906,1.0005697
115907,1.0011841
115908,1.0001651
115909,0.99996036
115910,0.9992111
115911,1.0011696
115912,1.0008378
115913,1.001391
115914,1.0010146
115915,1.0002581
115916,1.0015782
115917,1.0097376
115918,1.0298231
115919,1.008565
115920,1.005451
115921,1.0048122
115922,1.0041178
115923,1.0040828
115924,1.0039792
115925,1.0039414
115926,1.0041348
115927,1.0034236
115928,1.0047928
115929,1.0038239
115930,1.00372
115931,1.0041031
115932,1.0038357
115933,1.0044076
115934,1.0035257
115935,1.003818
115936,1.0029147
115937,1.003145
115938,1.0021228
115939,1.0032429
115940,1.0023258
115941,1.0027821
115942,1.0016268
115943,1.0013497
115944,1.0018742
115945,1.0019593
115946,1.0005009
115947,1.0007399
115948,1.0009679
115949,1.0009462
115950,1.0011708
115951,1.000029
115952,1.0054775
115953,1.0021893
115954,1.0011524
115956,1.0007223
115957,0.99999726
115958,1.0003469
115959,1.0003405
115960,1.0003314
115961,1.0000957
115962,1.0014063
115963,1.0020889
115964,1.0001754
115965,1.0001291
115966,1.0017579
115967,1.0000904
115968,0.9996919
115969,1.0001448
115970,1.0008771
115971,0.999956
115972,1.0005827
115973,0.9996491
115974,1.0005373
115975,1.0005178
115976,0.9996536
115977,1.0013876
115978,1.0004467
115979,1.0006001
115980,1.0003994
