c,f
183823,1.0106289
183824,0.9981529
183825,1.0030434
183826,1.0118102
183827,0.99060637
183828,0.99801433
183829,1.0081705
183830,1.0129058
183831,0.99534833
183832,1.0025692
183833,1.0846429
183834,1.0510882
183835,1.0543971
183836,1.0118313
183837,1.0185572
183838,0.99933535
183839,0.9921431
183840,1.0095605
183841,0.9854483
183842,0.9975082
183843,0.9960325
183844,0.98294175
183845,1.0410731
183846,1.0013475
183847,0.99431396
183848,0.98467875
183849,1.0025077
183850,1.0125006
183851,0.9882308
183852,1.0014024
183853,1.0044953
183854,0.9911565
183855,0.99899155
183856,0.99551284
183857,0.9874606
183858,0.9923148
183859,1.0110161
183860,0.98310804
183861,0.99838495
183862,0.999694
183863,1.0008196
183864,1.001331
183865,1.0050086
183866,1.015691
