c,f
302273,1.0002503
302274,1.0009447
302275,1.0003027
302276,1.0000972
302277,0.9998782
302278,1.0004586
302279,1.0022126
302280,1.0005796
302281,0.9992635
302282,0.9999618
302283,1.000099
302284,1.0005716
302285,1.0003872
302286,1.0220674
302287,1.0153626
302288,1.013076
302289,1.0138794
302290,1.0099242
302291,1.0091379
302292,1.0067505
302293,1.0062971
302294,1.0053897
302295,1.0033036
302296,1.0037806
302297,1.0038712
302298,1.0031615
302299,1.001718
302300,1.0022721
302301,1.0018336
302302,1.0023913
302303,1.0019077
302304,1.0007923
302305,1.0015815
302306,1.0001458
302307,1.0012116
302308,0.9991191
302309,1.0011071
302310,1.0009544
302311,1.0009463
302312,1.0015624
302313,1.0002593
302314,0.9998165
302315,0.99973047
302316,1.0000802
302317,1.0000057
302318,1.0000664
302319,1.0005844
302320,1.0006388
302321,0.9992173
302322,1.0008881
302323,1.0004472
302324,1.0014827
302325,1.0008174
