c,f
125070,0.99986124
125071,0.99902683
125072,0.99993426
125073,1.0005654
125074,0.99982834
125075,0.99909186
125076,1.0004559
125077,0.99932
125078,1.0009824
125079,1.0003512
125080,1.0081801
125081,1.0036426
125082,1.003412
125083,1.0021105
125084,1.0015913
125085,1.0029781
125086,1.0022568
125087,1.0025393
125088,1.002311
125089,1.0016549
125090,1.0020471
125091,1.0017319
125092,1.0023754
125093,1.0021508
125094,1.0014285
125095,1.0023638
125096,1.0020436
125097,1.0023495
125098,1.001546
125099,1.0020652
125100,1.0015416
125101,1.0026702
125102,1.0016185
125103,1.0012411
125104,1.002527
125105,1.0014068
125106,1.0020393
125107,1.0014963
125108,1.0008925
125109,1.001083
125110,1.0002333
125111,1.0007954
125112,1.0002879
125113,1.0010477
