c,f
124871,1.0007896
124872,1.003693
124873,1.0074124
124874,0.98407614
124875,0.9837584
124876,1.0118982
124877,0.9995296
124878,0.98673755
124879,1.0057126
124880,1.0118657
124881,1.1288922
124882,1.0478243
124883,1.0636103
124884,1.0408932
124885,1.0358981
124886,1.0217587
124887,1.0228255
124888,1.0237417
124889,1.0019965
124890,1.0294234
124891,1.0004449
124892,0.98397714
124893,1.02089
124894,1.0131178
124895,0.9956602
124896,1.0068588
124897,1.004929
124898,1.0079762
124899,1.0246277
124900,1.0200236
124901,1.0091434
124902,1.0057689
124903,1.0146797
124904,0.9972903
124905,0.99944425
124906,0.99752575
124907,1.0201365
124908,1.0063542
124909,1.0091324
124910,1.003876
124911,1.0098759
124912,0.99067366
124913,0.9757829
124914,1.0064031
